log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	Mbol 	Mu 	Mb 	Mv 	Mr 	Mi 	Mj 	Mh 	Mk 	Flum
	10.00	0.90182364	0.9004	0.1468	3.7770	4.2998	4.403	5.026	5.044	4.474	4.132	3.805	3.438	3.139	3.096	-0.85163215
	10.00	0.90517068	0.9037	0.1622	3.7776	4.2881	4.364	4.983	5.002	4.435	4.094	3.768	3.402	3.105	3.061	-0.84738366
	10.00	0.91039628	0.9089	0.1865	3.7783	4.2694	4.304	4.916	4.938	4.373	4.034	3.709	3.345	3.051	3.006	-0.84082399
	10.00	0.91468948	0.9131	0.2067	3.7788	4.2531	4.253	4.862	4.884	4.322	3.984	3.660	3.297	3.004	2.959	-0.83550058
	10.00	0.93458951	0.9327	0.3070	3.7788	4.1619	4.002	4.613	4.632	4.071	3.733	3.411	3.046	2.755	2.708	-0.81157380
	10.00	0.94945782	0.9472	0.3901	3.7730	4.0625	3.795	4.458	4.451	3.870	3.522	3.190	2.810	2.505	2.459	-0.79446371
	10.00	0.95923328	0.9567	0.4412	3.7601	3.9639	3.667	4.447	4.387	3.757	3.387	3.028	2.617	2.278	2.238	-0.78355323
	10.00	0.96424884	0.9616	0.4512	3.7417	3.8825	3.642	4.633	4.472	3.769	3.362	2.984	2.512	2.135	2.086	-0.77805611
	10.00	0.96677238	0.9640	0.4481	3.7256	3.8222	3.650	4.862	4.593	3.823	3.384	2.975	2.455	2.037	1.982	-0.77531559
	10.00	0.96926081	0.9664	0.4751	3.7113	3.7391	3.582	5.010	4.634	3.806	3.335	2.902	2.336	1.874	1.815	-0.77262961
	10.00	0.97128254	0.9683	0.5326	3.7036	3.6518	3.438	4.986	4.550	3.691	3.202	2.758	2.165	1.679	1.618	-0.77045929
	10.00	0.97290415	0.9699	0.5975	3.6999	3.5728	3.276	4.882	4.418	3.543	3.045	2.596	1.990	1.492	1.431	-0.76872616
	10.00	0.97423512	0.9711	0.6617	3.6976	3.5000	3.116	4.761	4.279	3.393	2.890	2.436	1.821	1.316	1.256	-0.76730871
	10.00	0.97533554	0.9721	0.7227	3.6962	3.4337	2.963	4.633	4.139	3.246	2.740	2.283	1.663	1.154	1.094	-0.76614023
	10.00	0.97630048	0.9730	0.7821	3.6945	3.3682	2.815	4.515	4.006	3.105	2.594	2.135	1.508	0.995	0.934	-0.76511815
	10.00	0.97722250	0.9738	0.8445	3.6929	3.2997	2.659	4.387	3.865	2.955	2.441	1.979	1.346	0.829	0.768	-0.76414374
	10.00	0.97795141	0.9744	0.9032	3.6917	3.2363	2.512	4.263	3.730	2.813	2.297	1.832	1.194	0.674	0.612	-0.76337496
	10.00	0.97865248	0.9749	0.9645	3.6900	3.1685	2.359	4.141	3.593	2.667	2.147	1.679	1.034	0.510	0.447	-0.76263680
	10.00	0.97927165	0.9754	1.0246	3.6882	3.1016	2.209	4.023	3.460	2.524	2.000	1.529	0.876	0.349	0.285	-0.76198590
	10.00	0.97980082	0.9757	1.0817	3.6866	3.0379	2.066	3.911	3.334	2.389	1.860	1.387	0.727	0.196	0.131	-0.76143038
	10.00	0.98026508	0.9760	1.1390	3.6848	2.9738	1.923	3.802	3.209	2.253	1.721	1.245	0.577	0.042	-0.024	-0.76094359
	10.00	0.98069996	0.9763	1.1978	3.6828	2.9070	1.776	3.697	3.083	2.115	1.578	1.099	0.423	-0.118	-0.184	-0.76048810
	10.00	0.98108053	0.9764	1.2541	3.6807	2.8423	1.635	3.600	2.963	1.984	1.442	0.959	0.274	-0.274	-0.340	-0.76008987
	10.00	0.98141932	0.9765	1.3136	3.6786	2.7745	1.486	3.495	2.836	1.844	1.297	0.810	0.117	-0.438	-0.503	-0.75973566
	10.00	0.98172474	0.9766	1.3715	3.6765	2.7083	1.341	3.393	2.712	1.708	1.157	0.666	-0.036	-0.597	-0.662	-0.75941661
	10.00	0.98199475	0.9765	1.4254	3.6742	2.6449	1.206	3.310	2.603	1.587	1.030	0.533	-0.178	-0.748	-0.813	-0.75913473
	10.00	0.98228955	0.9764	1.4826	3.6716	2.5773	1.063	3.223	2.488	1.459	0.895	0.391	-0.329	-0.907	-0.973	-0.75882717
	10.00	0.98255938	0.9763	1.5174	3.6701	2.5368	0.976	3.167	2.417	1.380	0.813	0.306	-0.420	-1.003	-1.069	-0.75854586
	10.00	0.98290330	0.9761	1.4480	3.6744	2.6232	1.150	3.251	2.544	1.529	0.972	0.476	-0.234	-0.803	-0.867	-0.75818757
	10.00	0.98312807	0.9760	1.5136	3.6713	2.5452	0.986	3.153	2.414	1.382	0.818	0.314	-0.407	-0.986	-1.052	-0.75795357
	10.00	0.98335540	0.9758	1.5759	3.6682	2.4703	0.830	3.067	2.293	1.245	0.673	0.161	-0.572	-1.161	-1.228	-0.75771702
	10.00	0.98355865	0.9756	1.6358	3.6647	2.3962	0.680	2.997	2.184	1.117	0.537	0.015	-0.730	-1.330	-1.401	-0.75750565
	10.00	0.98376435	0.9752	1.7029	3.6613	2.3153	0.513	2.910	2.056	0.971	0.382	-0.149	-0.907	-1.518	-1.590	-0.75729183
	10.00	0.98393863	0.9747	1.7672	3.6579	2.2374	0.352	2.830	1.935	0.831	0.234	-0.305	-1.076	-1.698	-1.771	-0.75711075
	10.00	0.98408878	0.9742	1.8288	3.6543	2.1610	0.198	2.763	1.824	0.700	0.093	-0.454	-1.239	-1.874	-1.947	-0.75695481
	10.00	0.98424137	0.9734	1.8981	3.6506	2.0768	0.025	2.685	1.699	0.553	-0.065	-0.621	-1.420	-2.069	-2.143	-0.75679639
	10.00	0.98436731	0.9726	1.9636	3.6471	1.9965	-0.139	2.617	1.582	0.416	-0.213	-0.777	-1.591	-2.255	-2.329	-0.75666568
	10.00	0.98447639	0.9716	2.0281	3.6433	1.9164	-0.300	2.562	1.472	0.283	-0.358	-0.933	-1.761	-2.439	-2.516	-0.75655250
	10.00	0.98457092	0.9706	2.0906	3.6394	1.8381	-0.456	2.514	1.368	0.155	-0.498	-1.084	-1.927	-2.618	-2.699	-0.75645444
	10.00	0.98465091	0.9694	2.1490	3.6356	1.7640	-0.603	2.475	1.273	0.038	-0.628	-1.224	-2.082	-2.787	-2.871	-0.75637148
	10.00	0.98472118	0.9681	2.2064	3.6318	1.6908	-0.746	2.441	1.182	-0.076	-0.754	-1.361	-2.234	-2.953	-3.040	-0.75629861
	10.00	0.98479146	0.9665	2.2737	3.6282	1.6084	-0.914	2.380	1.064	-0.216	-0.905	-1.522	-2.412	-3.143	-3.233	-0.75622575
	10.00	0.98485214	0.9647	2.3312	3.6244	1.5348	-1.058	2.360	0.983	-0.322	-1.026	-1.655	-2.563	-3.310	-3.403	-0.75616286
	10.00	0.98490304	0.9628	2.3862	3.6209	1.4647	-1.196	2.341	0.906	-0.424	-1.141	-1.781	-2.707	-3.470	-3.565	-0.75611010
	10.00	0.98495394	0.9604	2.4531	3.6168	1.3805	-1.363	2.311	0.811	-0.550	-1.283	-1.934	-2.881	-3.662	-3.760	-0.75605735
	10.00	0.98499763	0.9578	2.5149	3.6126	1.3006	-1.517	2.291	0.730	-0.661	-1.410	-2.074	-3.043	-3.842	-3.944	-0.75601207
	10.00	0.98503405	0.9550	2.5776	3.6080	1.2185	-1.674	2.273	0.653	-0.770	-1.537	-2.215	-3.206	-4.027	-4.132	-0.75597434
	10.00	0.98507041	0.9515	2.6423	3.6034	1.1335	-1.836	2.251	0.575	-0.882	-1.667	-2.360	-3.374	-4.217	-4.326	-0.75593667
	10.00	0.98510194	0.9475	2.7023	3.5988	1.0536	-1.986	2.208	0.500	-0.984	-1.785	-2.508	-3.535	-4.392	-4.506	-0.75590401
	10.00	0.98512864	0.9434	2.7546	3.5948	0.9835	-2.116	2.159	0.429	-1.072	-1.888	-2.642	-3.678	-4.542	-4.662	-0.75587635
	10.00	0.98515046	0.9392	2.8100	3.5905	0.9086	-2.255	2.104	0.351	-1.166	-1.998	-2.784	-3.831	-4.702	-4.829	-0.75585375
	10.00	0.98517233	0.9339	2.8671	3.5859	0.8310	-2.398	2.045	0.270	-1.261	-2.110	-2.931	-3.988	-4.867	-5.001	-0.75583109
	10.00	0.98519170	0.9281	2.9200	3.5817	0.7583	-2.530	1.988	0.194	-1.349	-2.213	-3.066	-4.132	-5.020	-5.161	-0.75581103
	10.00	0.98521358	0.9199	2.9884	3.5750	0.6593	-2.701	1.927	0.107	-1.451	-2.338	-3.241	-4.319	-5.226	-5.375	-0.75578837
	10.00	0.98523051	0.9115	3.0449	3.5701	0.5791	-2.842	1.897	0.074	-1.490	-2.405	-3.369	-4.466	-5.351	-5.537	-0.75577084
	10.00	0.98524755	0.9010	3.1032	3.5659	0.4989	-2.988	1.852	0.030	-1.538	-2.480	-3.501	-4.616	-5.475	-5.698	-0.75575319
	10.00	0.98525965	0.8920	3.1503	3.5619	0.4315	-3.106	1.829	0.010	-1.562	-2.529	-3.605	-4.738	-5.571	-5.830	-0.75574066
	10.00	0.98527181	0.8807	3.2037	3.5566	0.3514	-3.239	1.820	0.005	-1.573	-2.573	-3.721	-4.877	-5.676	-5.983	-0.75572807
	10.00	0.98528391	0.8664	3.2584	3.5504	0.2650	-3.376	1.826	0.018	-1.566	-2.605	-3.837	-5.020	-5.780	-6.142	-0.75571554
	10.00	0.98529363	0.8522	3.3090	3.5445	0.1837	-3.502	1.836	0.035	-1.554	-2.631	-3.944	-5.152	-5.875	-6.290	-0.75570548
	10.00	0.98530334	0.8339	3.3609	3.5398	0.1034	-3.632	1.842	0.088	-1.505	-2.620	-4.004	-5.298	-5.980	-6.456	-0.75569542
	10.00	0.98531550	0.8056	3.4223	3.5341	0.0043	-3.786	1.854	0.162	-1.434	-2.597	-4.065	-5.473	-6.103	-6.656	-0.75568283
	10.00	0.98531550	0.8052	1.6546	3.6919	2.4028	0.633	2.433	1.871	0.924	0.408	-0.055	-0.694	-1.199	-1.260	-0.75568283
	10.00	0.98531580	0.8277	3.3687	3.5389	0.0888	-3.652	1.848	0.104	-1.489	-2.612	-4.009	-5.321	-5.995	-6.483	-0.75568252
	10.00	0.98539424	0.8050	1.6835	3.6893	2.3635	0.561	2.412	1.823	0.864	0.342	-0.127	-0.776	-1.290	-1.351	-0.75560132
	10.00	0.98550838	0.8048	1.6956	3.6882	2.3468	0.531	2.404	1.804	0.838	0.314	-0.157	-0.810	-1.328	-1.389	-0.75548317
	10.00	0.98555285	0.8047	1.6976	3.6881	2.3443	0.526	2.402	1.800	0.834	0.309	-0.162	-0.815	-1.334	-1.395	-0.75543716
	10.00	0.98563147	0.8045	1.6973	3.6884	2.3458	0.527	2.397	1.798	0.833	0.309	-0.161	-0.813	-1.330	-1.392	-0.75535581
	10.00	0.98576277	0.8042	1.6927	3.6893	2.3538	0.538	2.391	1.801	0.841	0.319	-0.150	-0.799	-1.313	-1.374	-0.75521998
	10.00	0.98590088	0.8039	1.6870	3.6905	2.3640	0.552	2.383	1.804	0.850	0.330	-0.136	-0.780	-1.290	-1.351	-0.75507717
	10.00	0.98604554	0.8036	1.6837	3.6913	2.3707	0.561	2.374	1.804	0.854	0.337	-0.128	-0.769	-1.276	-1.337	-0.75492763
	10.00	0.98619759	0.8033	1.6797	3.6922	2.3780	0.571	2.367	1.806	0.860	0.344	-0.119	-0.756	-1.260	-1.320	-0.75477050
	10.00	0.98634380	0.8030	1.6770	3.6928	2.3829	0.578	2.363	1.807	0.864	0.350	-0.112	-0.747	-1.249	-1.309	-0.75461946
	10.00	0.98647130	0.8028	1.6756	3.6932	2.3858	0.581	2.359	1.807	0.866	0.353	-0.109	-0.742	-1.242	-1.303	-0.75448780
	10.00	0.98661429	0.8025	1.6738	3.6936	2.3890	0.586	2.356	1.808	0.869	0.356	-0.104	-0.736	-1.235	-1.295	-0.75434018
	10.00	0.98675901	0.8022	1.6734	3.6940	2.3908	0.587	2.349	1.805	0.868	0.356	-0.103	-0.733	-1.231	-1.292	-0.75419083
	10.00	0.98690492	0.8019	1.6740	3.6943	2.3912	0.585	2.343	1.801	0.865	0.354	-0.105	-0.734	-1.231	-1.291	-0.75404030
	10.00	0.98705029	0.8017	1.6759	3.6944	2.3895	0.580	2.336	1.795	0.860	0.349	-0.110	-0.738	-1.235	-1.295	-0.75389038
	10.00	0.98705113	0.8017	1.6759	3.6944	2.3895	0.580	2.336	1.795	0.860	0.349	-0.110	-0.738	-1.235	-1.295	-0.75388952
	10.00	0.98719865	0.8014	1.6797	3.6942	2.3847	0.571	2.331	1.787	0.851	0.340	-0.119	-0.749	-1.246	-1.306	-0.75373743
	10.00	0.98735601	0.8011	1.6865	3.6936	2.3754	0.554	2.326	1.776	0.836	0.324	-0.136	-0.768	-1.267	-1.328	-0.75357527
	10.00	0.98752362	0.8007	1.6974	3.6927	2.3608	0.527	2.316	1.758	0.813	0.299	-0.163	-0.798	-1.301	-1.361	-0.75340261
	10.00	0.98768741	0.8003	1.7147	3.6910	2.3367	0.483	2.306	1.730	0.778	0.259	-0.206	-0.848	-1.356	-1.417	-0.75323394
	10.00	0.98782003	0.8000	1.7302	3.6895	2.3149	0.444	2.297	1.706	0.746	0.224	-0.245	-0.892	-1.405	-1.467	-0.75309743
	10.00	0.98789901	0.7998	1.7492	3.6873	2.2871	0.397	2.292	1.679	0.708	0.181	-0.292	-0.948	-1.468	-1.530	-0.75301615
	10.00	0.98801613	0.7994	1.7966	3.6833	2.2235	0.278	2.255	1.600	0.608	0.072	-0.410	-1.080	-1.613	-1.677	-0.75289565
	10.00	0.98806322	0.7992	1.8361	3.6797	2.1695	0.180	2.229	1.537	0.526	-0.017	-0.508	-1.191	-1.735	-1.801	-0.75284721
	10.00	0.98808819	0.7991	1.9022	3.6732	2.0774	0.015	2.203	1.442	0.398	-0.161	-0.668	-1.375	-1.940	-2.009	-0.75282152
	10.00	0.98809546	0.7990	1.9593	3.6675	1.9971	-0.128	2.191	1.365	0.291	-0.283	-0.803	-1.532	-2.118	-2.188	-0.75281404
	10.00	0.98810077	0.7990	2.0621	3.6573	1.8536	-0.385	2.177	1.227	0.095	-0.504	-1.048	-1.818	-2.438	-2.508	-0.75280858
	10.00	0.98810261	0.7989	2.1198	3.6507	1.7698	-0.529	2.194	1.162	-0.006	-0.624	-1.184	-1.978	-2.623	-2.695	-0.75280668
	10.00	0.98810452	0.7989	2.1821	3.6464	1.6900	-0.685	2.159	1.064	-0.130	-0.761	-1.333	-2.145	-2.805	-2.880	-0.75280472
	10.00	0.98810649	0.7989	2.2426	3.6415	1.6097	-0.837	2.143	0.979	-0.243	-0.890	-1.476	-2.307	-2.986	-3.065	-0.75280270
	10.00	0.98810929	0.7988	2.2822	3.6382	1.5570	-0.935	2.136	0.924	-0.316	-0.974	-1.568	-2.414	-3.104	-3.186	-0.75279982
	10.00	0.98811299	0.7987	2.2244	3.6432	1.6347	-0.791	2.142	1.002	-0.211	-0.852	-1.433	-2.258	-2.930	-3.008	-0.75279602
	10.00	0.98812139	0.7985	2.1660	3.6478	1.7113	-0.645	2.162	1.086	-0.100	-0.726	-1.295	-2.101	-2.756	-2.831	-0.75278737
	10.00	0.98815417	0.7979	2.1265	3.6503	1.7605	-0.546	2.191	1.152	-0.020	-0.638	-1.200	-1.996	-2.643	-2.715	-0.75275366
	10.00	0.98821199	0.7968	2.1870	3.6459	1.6819	-0.697	2.160	1.059	-0.138	-0.771	-1.344	-2.158	-2.820	-2.896	-0.75269420
	10.00	0.98824799	0.7959	2.2460	3.6411	1.6033	-0.845	2.145	0.975	-0.249	-0.897	-1.483	-2.317	-2.996	-3.076	-0.75265719
	10.00	0.98828095	0.7949	2.3169	3.6351	1.5078	-1.022	2.135	0.879	-0.379	-1.046	-1.649	-2.508	-3.210	-3.294	-0.75262330
	10.00	0.98830843	0.7937	2.3938	3.6286	1.4043	-1.215	2.137	0.779	-0.519	-1.208	-1.826	-2.715	-3.441	-3.530	-0.75259505
	10.00	0.98833060	0.7924	2.4678	3.6224	1.3048	-1.400	2.150	0.698	-0.643	-1.354	-1.990	-2.911	-3.664	-3.758	-0.75257226
	10.00	0.98834741	0.7912	2.5324	3.6174	1.2194	-1.561	2.147	0.624	-0.753	-1.484	-2.134	-3.081	-3.856	-3.954	-0.75255498
	10.00	0.98836297	0.7897	2.6027	3.6110	1.1229	-1.737	2.160	0.558	-0.862	-1.618	-2.288	-3.266	-4.071	-4.174	-0.75253899
	10.00	0.98837507	0.7881	2.6699	3.6045	1.0288	-1.905	2.177	0.502	-0.962	-1.742	-2.434	-3.442	-4.279	-4.387	-0.75252655
	10.00	0.98838264	0.7868	2.7320	3.5993	0.9452	-2.060	2.145	0.429	-1.062	-1.863	-2.583	-3.611	-4.462	-4.577	-0.75251877
	10.00	0.98838902	0.7855	2.7902	3.5941	0.8654	-2.205	2.099	0.357	-1.154	-1.974	-2.733	-3.774	-4.633	-4.756	-0.75251221
	10.00	0.98839444	0.7841	2.8533	3.5885	0.7791	-2.363	2.043	0.274	-1.253	-2.094	-2.895	-3.949	-4.818	-4.950	-0.75250664
	10.00	0.98839813	0.7828	2.9094	3.5823	0.6975	-2.503	2.009	0.214	-1.329	-2.192	-3.039	-4.105	-4.990	-5.130	-0.75250284
	10.00	0.98840225	0.7811	2.9667	3.5771	0.6184	-2.647	1.952	0.136	-1.419	-2.299	-3.185	-4.260	-5.161	-5.307	-0.75249861
	10.00	0.98840606	0.7791	3.0222	3.5720	0.5414	-2.786	1.910	0.083	-1.479	-2.381	-3.319	-4.408	-5.305	-5.473	-0.75249469
	10.00	0.98841071	0.7761	3.0812	3.5674	0.4621	-2.933	1.873	0.049	-1.518	-2.450	-3.451	-4.560	-5.427	-5.637	-0.75248991
	10.00	0.98841572	0.7719	3.1383	3.5617	0.3802	-3.076	1.864	0.043	-1.529	-2.497	-3.575	-4.708	-5.540	-5.801	-0.75248477
	10.00	0.98841983	0.7677	3.2092	3.5531	0.2722	-3.253	1.888	0.076	-1.505	-2.527	-3.723	-4.894	-5.671	-6.010	-0.75248054
	10.00	0.98842037	0.7669	3.2581	3.5450	0.1908	-3.375	1.951	0.149	-1.440	-2.513	-3.819	-5.024	-5.751	-6.161	-0.75247999
	10.00	0.98842078	0.7662	3.2851	3.5421	0.1516	-3.443	1.964	0.185	-1.406	-2.503	-3.851	-5.100	-5.802	-6.248	-0.75247956
	10.00	0.98842150	0.7649	3.2975	3.5409	0.1336	-3.474	1.968	0.203	-1.389	-2.496	-3.863	-5.135	-5.827	-6.289	-0.75247883
	10.00	0.98842216	0.7636	3.3099	3.5397	0.1156	-3.505	1.973	0.221	-1.372	-2.489	-3.874	-5.171	-5.852	-6.330	-0.75247815
	10.00	0.98842275	0.7624	3.3198	3.5387	0.1011	-3.529	1.977	0.235	-1.358	-2.483	-3.883	-5.199	-5.871	-6.363	-0.75247754
	10.00	0.98842341	0.7610	3.3322	3.5375	0.0830	-3.560	1.982	0.253	-1.341	-2.476	-3.894	-5.235	-5.896	-6.404	-0.75247687
	10.00	0.98842394	0.7597	3.3421	3.5365	0.0685	-3.585	1.986	0.268	-1.327	-2.470	-3.903	-5.263	-5.915	-6.436	-0.75247631
	10.00	0.98842454	0.7584	3.3520	3.5355	0.0540	-3.610	1.989	0.282	-1.313	-2.465	-3.912	-5.292	-5.935	-6.469	-0.75247570
	10.00	0.98842520	0.7568	3.3644	3.5343	0.0357	-3.641	1.994	0.300	-1.296	-2.458	-3.923	-5.327	-5.959	-6.510	-0.75247503
	10.00	0.98842591	0.7550	3.3768	3.5331	0.0174	-3.672	1.999	0.318	-1.278	-2.451	-3.934	-5.363	-5.984	-6.551	-0.75247429
	10.00	0.98842645	0.7535	3.3867	3.5321	0.0027	-3.697	2.003	0.333	-1.264	-2.445	-3.943	-5.391	-6.004	-6.584	-0.75247374
	10.00	0.98842716	0.7516	3.3991	3.5309	-0.0157	-3.728	2.008	0.351	-1.247	-2.438	-3.955	-5.427	-6.028	-6.624	-0.75247301
	10.00	0.98842782	0.7495	3.4115	3.5297	-0.0341	-3.759	2.013	0.370	-1.229	-2.430	-3.966	-5.463	-6.053	-6.665	-0.75247233
	10.00	0.98842853	0.7474	3.4239	3.5284	-0.0527	-3.790	2.018	0.388	-1.212	-2.423	-3.977	-5.498	-6.077	-6.706	-0.75247160
	10.00	0.98842925	0.7451	3.4360	3.5272	-0.0709	-3.820	2.023	0.406	-1.195	-2.416	-3.988	-5.533	-6.101	-6.746	-0.75247086
	10.00	0.98842990	0.7428	3.4479	3.5261	-0.0889	-3.850	2.027	0.424	-1.178	-2.409	-3.998	-5.567	-6.124	-6.786	-0.75247019
	10.00	0.98843062	0.7403	3.4598	3.5249	-0.1069	-3.879	2.032	0.441	-1.161	-2.402	-4.009	-5.601	-6.148	-6.825	-0.75246945
	10.00	0.98843127	0.7377	3.4716	3.5237	-0.1249	-3.909	2.037	0.459	-1.144	-2.395	-4.019	-5.635	-6.171	-6.864	-0.75246878
	10.00	0.98843199	0.7350	3.4834	3.5225	-0.1430	-3.939	2.042	0.477	-1.127	-2.388	-4.030	-5.669	-6.195	-6.903	-0.75246804
	10.00	0.98843265	0.7321	3.4953	3.5214	-0.1613	-3.968	2.047	0.495	-1.109	-2.380	-4.040	-5.703	-6.218	-6.942	-0.75246737
	10.00	0.98843336	0.7291	3.5071	3.5202	-0.1796	-3.998	2.052	0.513	-1.092	-2.373	-4.051	-5.737	-6.241	-6.981	-0.75246664
	10.00	0.98843408	0.7259	3.5189	3.5190	-0.1981	-4.027	2.057	0.531	-1.075	-2.366	-4.061	-5.771	-6.265	-7.021	-0.75246590
	10.00	0.98843473	0.7226	3.5308	3.5178	-0.2166	-4.057	2.062	0.549	-1.058	-2.359	-4.071	-5.805	-6.288	-7.060	-0.75246523
	10.00	0.98843545	0.7191	3.5426	3.5166	-0.2353	-4.086	2.067	0.567	-1.040	-2.351	-4.082	-5.839	-6.311	-7.099	-0.75246449
	10.00	0.98843598	0.7162	3.5521	3.5157	-0.2503	-4.110	2.072	0.581	-1.026	-2.345	-4.090	-5.866	-6.330	-7.130	-0.75246394
	10.00	0.98843670	0.7123	3.5639	3.5145	-0.2693	-4.140	2.077	0.600	-1.009	-2.338	-4.100	-5.900	-6.353	-7.169	-0.75246321
	10.00	0.98843735	0.7082	3.5757	3.5133	-0.2883	-4.169	2.082	0.618	-0.991	-2.330	-4.111	-5.934	-6.376	-7.209	-0.75246253
	10.00	0.98843807	0.7040	3.5876	3.5121	-0.3076	-4.199	2.088	0.637	-0.973	-2.322	-4.121	-5.969	-6.400	-7.248	-0.75246180
	10.00	0.98843873	0.6994	3.5994	3.5109	-0.3270	-4.229	2.084	0.636	-0.974	-2.326	-4.141	-6.002	-6.433	-7.283	-0.75246112
	10.00	0.98843944	0.6947	3.6113	3.5097	-0.3466	-4.258	2.080	0.634	-0.976	-2.331	-4.162	-6.035	-6.468	-7.317	-0.75246039
	10.00	0.98844016	0.6896	3.6231	3.5085	-0.3665	-4.288	2.075	0.632	-0.979	-2.336	-4.184	-6.068	-6.503	-7.352	-0.75245965
	10.00	0.98844099	0.6829	3.6337	3.5074	-0.3858	-4.314	2.073	0.631	-0.980	-2.340	-4.202	-6.098	-6.535	-7.382	-0.75245880
	10.00	0.98844236	0.6652	3.6461	3.5060	-0.4152	-4.345	2.071	0.632	-0.979	-2.342	-4.223	-6.133	-6.572	-7.419	-0.75245739
