log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	Mbol 	Mu 	Mb 	Mv 	Mr 	Mi 	Mj 	Mh 	Mk 	Flum
	8.00	1.89999998	1.8998	1.2331	3.9905	4.3917	1.687	1.870	1.915	1.914	1.932	1.935	1.960	1.968	1.971	-0.31142170
	8.00	2.00000000	1.9998	1.3210	4.0060	4.3881	1.468	1.659	1.744	1.766	1.789	1.802	1.851	1.864	1.874	-0.29058670
	8.00	2.02665210	2.0264	1.3429	4.0098	4.3872	1.413	1.606	1.703	1.730	1.754	1.769	1.823	1.838	1.848	-0.28543966
	8.00	2.20000005	2.1997	1.4855	4.0333	4.3742	1.056	1.260	1.433	1.488	1.523	1.550	1.626	1.653	1.669	-0.25550276
	8.00	2.50000000	2.4995	1.7083	4.0673	4.3428	0.499	0.747	1.024	1.106	1.146	1.192	1.304	1.337	1.360	-0.21500434
	8.00	2.70750737	2.7068	1.8468	4.0874	4.3194	0.153	0.437	0.772	0.870	0.913	0.971	1.097	1.134	1.167	-0.19306218
	8.00	3.00000000	2.9990	2.0306	4.1130	4.2824	-0.307	0.038	0.444	0.558	0.607	0.673	0.822	0.866	0.902	-0.16809413
	8.00	3.15717793	3.1560	2.1227	4.1251	4.2609	-0.537	-0.161	0.276	0.396	0.448	0.516	0.677	0.723	0.760	-0.15689623
	8.00	3.48587465	3.4841	2.3081	4.1470	4.2061	-1.000	-0.570	-0.076	0.056	0.110	0.186	0.367	0.417	0.458	-0.13726043
	8.00	3.50000000	3.4982	2.3158	4.1479	4.2036	-1.020	-0.587	-0.091	0.042	0.096	0.173	0.354	0.405	0.445	-0.13651311
	8.00	3.50065684	3.4989	2.3162	4.1480	4.2035	-1.020	-0.587	-0.092	0.041	0.096	0.172	0.353	0.404	0.444	-0.13647853
	8.00	3.77478886	3.7724	2.4594	4.1630	4.1531	-1.379	-0.896	-0.368	-0.227	-0.170	-0.089	0.102	0.158	0.202	-0.12327106
	8.00	3.99559617	3.9926	2.5739	4.1727	4.1020	-1.665	-1.151	-0.601	-0.455	-0.396	-0.314	-0.116	-0.057	-0.010	-0.11416450
	8.00	4.00000000	3.9970	2.5762	4.1729	4.1010	-1.671	-1.156	-0.606	-0.459	-0.400	-0.319	-0.121	-0.062	-0.015	-0.11399485
	8.00	4.00565767	4.0027	2.5791	4.1731	4.0995	-1.678	-1.162	-0.612	-0.465	-0.406	-0.324	-0.126	-0.067	-0.020	-0.11377755
	8.00	4.19555712	4.1919	2.6766	4.1781	4.0420	-1.922	-1.392	-0.829	-0.679	-0.618	-0.537	-0.335	-0.275	-0.225	-0.10688093
	8.00	4.35788774	4.3536	2.7609	4.1800	3.9821	-2.132	-1.599	-1.030	-0.878	-0.816	-0.735	-0.532	-0.472	-0.421	-0.10154150
	8.00	4.49574757	4.4908	2.8339	4.1792	3.9191	-2.315	-1.790	-1.218	-1.066	-1.005	-0.923	-0.721	-0.661	-0.610	-0.09736069
	8.00	4.50000000	4.4950	2.8361	4.1791	3.9170	-2.320	-1.796	-1.224	-1.072	-1.011	-0.929	-0.727	-0.667	-0.616	-0.09723650
	8.00	4.61622667	4.6106	2.8983	4.1758	3.8525	-2.476	-1.968	-1.400	-1.247	-1.187	-1.107	-0.907	-0.847	-0.798	-0.09394607
	8.00	4.71674919	4.7104	2.9535	4.1701	3.7839	-2.614	-2.132	-1.571	-1.419	-1.361	-1.282	-1.086	-1.028	-0.979	-0.09125328
	8.00	4.80302000	4.7960	3.0022	4.1623	3.7118	-2.736	-2.286	-1.736	-1.588	-1.532	-1.455	-1.264	-1.209	-1.161	-0.08904751
	8.00	4.87711477	4.8694	3.0457	4.1530	3.6379	-2.844	-2.432	-1.896	-1.752	-1.700	-1.625	-1.441	-1.388	-1.340	-0.08722605
	8.00	4.91006613	4.9020	3.0660	4.1485	3.6024	-2.895	-2.500	-1.971	-1.830	-1.779	-1.706	-1.525	-1.474	-1.426	-0.08643673
	8.00	4.94056654	4.9321	3.0861	4.1449	3.5706	-2.945	-2.564	-2.041	-1.901	-1.852	-1.781	-1.601	-1.552	-1.503	-0.08571713
	8.00	4.96102953	4.9524	3.1013	4.1442	3.5544	-2.983	-2.605	-2.083	-1.943	-1.894	-1.823	-1.644	-1.595	-1.547	-0.08524017
	8.00	4.97464466	4.9658	3.1138	4.1466	3.5525	-3.014	-2.629	-2.101	-1.961	-1.911	-1.840	-1.659	-1.609	-1.560	-0.08492537
	8.00	4.98556662	4.9766	3.1279	4.1537	3.5677	-3.050	-2.640	-2.098	-1.954	-1.901	-1.828	-1.642	-1.590	-1.541	-0.08467430
	8.00	4.99294662	4.9839	3.1488	4.1704	3.6142	-3.102	-2.632	-2.060	-1.906	-1.848	-1.769	-1.573	-1.515	-1.465	-0.08450539
	8.00	4.99503136	4.9859	3.1686	4.1844	3.6508	-3.151	-2.629	-2.032	-1.872	-1.809	-1.726	-1.520	-1.460	-1.407	-0.08445778
	8.00	4.99622822	4.9871	3.1963	4.2001	3.6859	-3.221	-2.640	-2.015	-1.850	-1.781	-1.693	-1.475	-1.415	-1.357	-0.08443046
	8.00	4.99634838	4.9872	3.1910	4.1992	3.6876	-3.208	-2.630	-2.006	-1.842	-1.774	-1.685	-1.469	-1.409	-1.351	-0.08442772
	8.00	4.99666452	4.9876	3.1533	4.1855	3.6707	-3.113	-2.586	-1.988	-1.828	-1.764	-1.681	-1.474	-1.414	-1.361	-0.08442051
	8.00	4.99698114	4.9879	3.1453	4.1689	3.6121	-3.093	-2.629	-2.060	-1.906	-1.848	-1.770	-1.575	-1.517	-1.468	-0.08441329
	8.00	4.99739742	4.9883	3.1678	4.1504	3.5159	-3.150	-2.754	-2.216	-2.073	-2.021	-1.950	-1.767	-1.715	-1.665	-0.08440380
	8.00	4.99778032	4.9887	3.1853	4.1354	3.4383	-3.193	-2.852	-2.340	-2.203	-2.156	-2.090	-1.916	-1.870	-1.824	-0.08439507
	8.00	4.99824667	4.9891	3.1973	4.1181	3.3571	-3.223	-2.942	-2.462	-2.330	-2.289	-2.228	-2.068	-2.026	-1.985	-0.08438444
	8.00	4.99876213	4.9896	3.2047	4.0993	3.2747	-3.242	-3.018	-2.579	-2.458	-2.418	-2.367	-2.224	-2.188	-2.148	-0.08437269
	8.00	4.99934483	4.9902	3.2084	4.0779	3.1855	-3.251	-3.094	-2.702	-2.586	-2.553	-2.507	-2.384	-2.354	-2.315	-0.08435941
	8.00	4.99954462	4.9904	3.2089	4.0705	3.1552	-3.252	-3.109	-2.737	-2.625	-2.593	-2.553	-2.433	-2.406	-2.371	-0.08435486
	8.00	4.99994564	4.9908	3.2084	4.0546	3.0923	-3.251	-3.139	-2.808	-2.703	-2.675	-2.644	-2.535	-2.514	-2.484	-0.08434573
	8.00	5.00000000	4.9908	3.2081	4.0523	3.0833	-3.250	-3.143	-2.818	-2.714	-2.687	-2.656	-2.550	-2.529	-2.499	-0.08434449
	8.00	5.00036716	4.9912	3.2062	4.0373	3.0252	-3.246	-3.166	-2.882	-2.784	-2.764	-2.735	-2.649	-2.631	-2.601	-0.08433613
	8.00	5.00082207	4.9916	3.2023	4.0178	2.9513	-3.236	-3.185	-2.959	-2.872	-2.854	-2.835	-2.769	-2.759	-2.732	-0.08432577
	8.00	5.00125456	4.9921	3.1960	3.9957	2.8692	-3.220	-3.193	-3.033	-2.964	-2.954	-2.942	-2.904	-2.898	-2.886	-0.08431593
	8.00	5.00173235	4.9925	3.1867	3.9703	2.7769	-3.197	-3.174	-3.097	-3.049	-3.047	-3.050	-3.048	-3.052	-3.044	-0.08430506
	8.00	5.00218725	4.9930	3.1743	3.9409	2.6718	-3.166	-3.130	-3.147	-3.129	-3.140	-3.171	-3.206	-3.227	-3.227	-0.08429471
	8.00	5.00241470	4.9932	3.1661	3.9243	2.6136	-3.145	-3.078	-3.148	-3.156	-3.185	-3.228	-3.287	-3.321	-3.330	-0.08428953
	8.00	5.00264215	4.9934	3.1567	3.9061	2.5502	-3.122	-3.007	-3.128	-3.174	-3.222	-3.288	-3.381	-3.436	-3.446	-0.08428436
	8.00	5.00286913	4.9936	3.1455	3.8859	2.4806	-3.094	-2.915	-3.067	-3.166	-3.250	-3.347	-3.473	-3.548	-3.568	-0.08427920
	8.00	5.00309658	4.9938	3.1323	3.8634	2.4038	-3.061	-2.806	-2.964	-3.143	-3.270	-3.405	-3.578	-3.690	-3.710	-0.08427402
	8.00	5.00332355	4.9940	3.1166	3.8378	2.3171	-3.021	-2.667	-2.815	-3.088	-3.270	-3.452	-3.685	-3.840	-3.862	-0.08426886
	8.00	5.00355101	4.9943	3.0978	3.8086	2.2189	-2.975	-2.484	-2.590	-2.993	-3.250	-3.503	-3.794	-4.000	-4.038	-0.08426369
	8.00	5.00377798	4.9945	3.0748	3.7747	2.1066	-2.917	-2.195	-2.323	-2.879	-3.218	-3.536	-3.903	-4.184	-4.232	-0.08425853
	8.00	5.00398254	4.9947	3.0460	3.7428	2.0079	-2.845	-1.797	-2.035	-2.742	-3.146	-3.522	-3.982	-4.328	-4.387	-0.08425388
	8.00	5.00420952	4.9949	3.0093	3.7227	1.9642	-2.753	-1.418	-1.784	-2.591	-3.037	-3.450	-3.972	-4.374	-4.434	-0.08424872
	8.00	5.00457287	4.9952	2.9462	3.7002	1.9371	-2.596	-0.895	-1.424	-2.350	-2.847	-3.297	-3.901	-4.376	-4.436	-0.08424047
	8.00	5.00486803	4.9955	2.9750	3.6826	1.8380	-2.667	-0.621	-1.322	-2.336	-2.873	-3.363	-4.032	-4.561	-4.626	-0.08423376
	8.00	5.00504971	4.9957	3.0426	3.6743	1.7372	-2.836	-0.607	-1.401	-2.460	-3.017	-3.528	-4.228	-4.783	-4.849	-0.08422963
	8.00	5.00525379	4.9959	3.1107	3.6675	1.6419	-3.007	-0.614	-1.492	-2.590	-3.164	-3.691	-4.418	-4.996	-5.062	-0.08422499
	8.00	5.00552607	4.9961	3.1663	3.6610	1.5604	-3.146	-0.599	-1.556	-2.692	-3.282	-3.824	-4.575	-5.176	-5.243	-0.08421881
	8.00	5.00611591	4.9966	3.2244	3.6550	1.4783	-3.291	-0.597	-1.631	-2.803	-3.408	-3.963	-4.737	-5.358	-5.428	-0.08420541
	8.00	5.00679636	4.9972	3.2821	3.6492	1.3974	-3.435	-0.584	-1.699	-2.905	-3.529	-4.096	-4.897	-5.538	-5.611	-0.08418996
	8.00	5.00754404	4.9978	3.3403	3.6437	1.3172	-3.581	-0.569	-1.768	-3.006	-3.648	-4.228	-5.055	-5.717	-5.794	-0.08417300
	8.00	5.00831413	4.9983	3.3984	3.6391	1.2408	-3.726	-0.576	-1.847	-3.115	-3.772	-4.363	-5.211	-5.890	-5.971	-0.08415552
	8.00	5.00951433	4.9991	3.4596	3.6347	1.1621	-3.879	-0.591	-1.935	-3.233	-3.903	-4.505	-5.374	-6.069	-6.153	-0.08412831
	8.00	5.01037407	4.9997	3.4653	3.6343	1.1548	-3.893	-0.592	-1.944	-3.244	-3.915	-4.518	-5.389	-6.085	-6.170	-0.08410882
	8.00	5.02609634	5.0099	3.4124	3.6390	1.2275	-3.761	-0.604	-1.880	-3.149	-3.806	-4.398	-5.247	-5.925	-6.006	-0.08375382
	8.00	5.03718710	5.0179	3.3539	3.6445	1.3088	-3.615	-0.622	-1.812	-3.047	-3.687	-4.265	-5.088	-5.746	-5.822	-0.08350497
	8.00	5.04591703	5.0246	3.2970	3.6500	1.3880	-3.472	-0.637	-1.745	-2.948	-3.570	-4.135	-4.933	-5.571	-5.643	-0.08330999
	8.00	5.05453157	5.0317	3.2397	3.6558	1.4691	-3.329	-0.650	-1.677	-2.845	-3.449	-4.003	-4.773	-5.392	-5.461	-0.08311837
	8.00	5.06443596	5.0401	3.1844	3.6623	1.5513	-3.191	-0.670	-1.615	-2.745	-3.331	-3.871	-4.617	-5.213	-5.279	-0.08289900
	8.00	5.07855177	5.0524	3.1371	3.6706	1.6329	-3.073	-0.744	-1.592	-2.675	-3.241	-3.761	-4.476	-5.043	-5.107	-0.08258808
	8.00	5.08774805	5.0606	3.1285	3.6760	1.6637	-3.051	-0.843	-1.630	-2.685	-3.238	-3.747	-4.440	-4.987	-5.051	-0.08238662
	8.00	5.10048008	5.0719	3.1738	3.6908	1.6787	-3.165	-1.246	-1.892	-2.874	-3.392	-3.867	-4.503	-5.002	-5.064	-0.08210910
	8.00	5.10389757	5.0749	3.2120	3.7049	1.6970	-3.260	-1.598	-2.121	-3.032	-3.520	-3.964	-4.547	-5.004	-5.064	-0.08203489
	8.00	5.10715628	5.0777	3.2435	3.7257	1.7491	-3.339	-2.020	-2.388	-3.188	-3.630	-4.035	-4.546	-4.939	-4.999	-0.08196423
	8.00	5.10961342	5.0799	3.2631	3.7475	1.8166	-3.388	-2.373	-2.611	-3.300	-3.695	-4.063	-4.506	-4.842	-4.898	-0.08191103
	8.00	5.11126709	5.0813	3.2745	3.7650	1.8755	-3.416	-2.591	-2.763	-3.368	-3.727	-4.064	-4.454	-4.756	-4.806	-0.08187525
	8.00	5.11294413	5.0828	3.2848	3.7837	1.9399	-3.442	-2.779	-2.911	-3.424	-3.741	-4.040	-4.387	-4.641	-4.691	-0.08183900
	8.00	5.11453009	5.0842	3.2936	3.7999	1.9960	-3.464	-2.914	-3.036	-3.473	-3.750	-4.018	-4.331	-4.547	-4.592	-0.08180474
	8.00	5.11611652	5.0857	3.3020	3.8149	2.0480	-3.485	-3.018	-3.170	-3.526	-3.754	-3.983	-4.266	-4.463	-4.492	-0.08177050
	8.00	5.11857748	5.0879	3.3139	3.8362	2.1216	-3.515	-3.153	-3.317	-3.585	-3.766	-3.949	-4.185	-4.339	-4.363	-0.08171743
	8.00	5.12097073	5.0900	3.3244	3.8546	2.1847	-3.541	-3.257	-3.425	-3.624	-3.764	-3.913	-4.107	-4.228	-4.250	-0.08166588
	8.00	5.12336445	5.0922	3.3333	3.8705	2.2396	-3.563	-3.342	-3.508	-3.648	-3.754	-3.876	-4.035	-4.132	-4.152	-0.08161437
	8.00	5.12711859	5.0956	3.3427	3.8872	2.2974	-3.587	-3.430	-3.578	-3.662	-3.741	-3.830	-3.958	-4.027	-4.047	-0.08153371
	8.00	5.13486576	5.1027	3.3518	3.8969	2.3277	-3.610	-3.485	-3.616	-3.675	-3.737	-3.812	-3.922	-3.983	-3.998	-0.08136768
	8.00	5.18206215	5.1454	3.3897	3.8834	2.2393	-3.704	-3.536	-3.689	-3.784	-3.866	-3.963	-4.098	-4.173	-4.193	-0.08036884
	8.00	5.20430422	5.1652	3.4044	3.8679	2.1641	-3.741	-3.514	-3.682	-3.828	-3.937	-4.063	-4.227	-4.328	-4.348	-0.07990549
	8.00	5.21518946	5.1748	3.4086	3.8522	2.0980	-3.751	-3.458	-3.631	-3.834	-3.978	-4.130	-4.330	-4.453	-4.477	-0.07968042
	8.00	5.22258091	5.1813	3.4095	3.8365	2.0348	-3.754	-3.392	-3.564	-3.827	-4.004	-4.186	-4.422	-4.574	-4.598	-0.07952822
	8.00	5.22784090	5.1858	3.4086	3.8211	1.9744	-3.752	-3.317	-3.484	-3.807	-4.017	-4.231	-4.501	-4.686	-4.711	-0.07942021
	8.00	5.23195696	5.1893	3.4051	3.8023	1.9032	-3.743	-3.200	-3.346	-3.763	-4.027	-4.285	-4.594	-4.808	-4.849	-0.07933587
	8.00	5.23468876	5.1917	3.4017	3.7870	1.8457	-3.734	-3.089	-3.233	-3.727	-4.034	-4.324	-4.664	-4.909	-4.957	-0.07927999
	8.00	5.23735571	5.1939	3.3966	3.7679	1.7745	-3.721	-2.916	-3.091	-3.681	-4.034	-4.364	-4.746	-5.038	-5.088	-0.07922549
	8.00	5.23979378	5.1959	3.3896	3.7473	1.6994	-3.704	-2.677	-2.927	-3.618	-4.014	-4.380	-4.823	-5.158	-5.214	-0.07917573
	8.00	5.24215126	5.1978	3.3794	3.7263	1.6255	-3.679	-2.352	-2.728	-3.530	-3.972	-4.375	-4.884	-5.275	-5.335	-0.07912766
	8.00	5.24488354	5.2001	3.3572	3.7028	1.5541	-3.623	-1.905	-2.460	-3.388	-3.880	-4.330	-4.918	-5.378	-5.438	-0.07907202
	8.00	5.24659061	5.2014	3.3264	3.6875	1.5238	-3.546	-1.536	-2.233	-3.239	-3.765	-4.250	-4.898	-5.405	-5.465	-0.07903729
	8.00	5.24869204	5.2032	3.2943	3.6719	1.4936	-3.466	-1.136	-1.990	-3.076	-3.639	-4.160	-4.869	-5.427	-5.490	-0.07899457
	8.00	5.25086021	5.2049	3.3259	3.6577	1.4054	-3.545	-0.889	-1.908	-3.072	-3.672	-4.221	-4.986	-5.595	-5.663	-0.07895054
	8.00	5.25102234	5.2050	3.3381	3.6554	1.3839	-3.575	-0.864	-1.912	-3.089	-3.696	-4.249	-5.024	-5.640	-5.709	-0.07894725
	8.00	5.25129557	5.2052	3.3891	3.6494	1.3087	-3.703	-0.829	-1.961	-3.174	-3.799	-4.364	-5.167	-5.805	-5.878	-0.07894171
	8.00	5.25281620	5.2063	3.4505	3.6421	1.2186	-3.856	-0.774	-2.014	-3.269	-3.917	-4.500	-5.337	-6.001	-6.080	-0.07891086
	8.00	5.25340033	5.2067	3.5032	3.6367	1.1443	-3.988	-0.745	-2.068	-3.358	-4.022	-4.619	-5.480	-6.166	-6.249	-0.07889901
	8.00	5.25425720	5.2071	3.5701	3.6311	1.0548	-4.155	-0.736	-2.153	-3.480	-4.161	-4.773	-5.659	-6.367	-6.454	-0.07888164
	8.00	5.25532770	5.2075	3.6312	3.6262	0.9742	-4.308	-0.735	-2.227	-3.589	-4.287	-4.912	-5.821	-6.549	-6.641	-0.07885995
	8.00	5.25666904	5.2078	3.6968	3.6210	0.8879	-4.472	-0.744	-2.300	-3.698	-4.418	-5.058	-5.995	-6.744	-6.840	-0.07883279
	8.00	5.25781584	5.2079	3.7578	3.6159	0.8066	-4.625	-0.755	-2.367	-3.797	-4.540	-5.195	-6.158	-6.927	-7.028	-0.07880957
	8.00	5.25872850	5.2077	3.8147	3.6116	0.7325	-4.767	-0.780	-2.438	-3.895	-4.655	-5.324	-6.310	-7.094	-7.200	-0.07879111
	8.00	5.25952387	5.2073	3.8722	3.6069	0.6559	-4.910	-0.803	-2.504	-3.990	-4.769	-5.453	-6.464	-7.265	-7.377	-0.07877503
	8.00	5.26018381	5.2067	3.9258	3.6022	0.5837	-5.045	-0.825	-2.565	-4.077	-4.875	-5.574	-6.609	-7.425	-7.543	-0.07876168
	8.00	5.26086235	5.2058	3.9876	3.5967	0.4997	-5.199	-0.881	-2.646	-4.174	-4.991	-5.731	-6.778	-7.607	-7.733	-0.07874797
	8.00	5.26138544	5.2047	4.0429	3.5918	0.4246	-5.337	-0.941	-2.724	-4.260	-5.094	-5.872	-6.927	-7.771	-7.903	-0.07873740
	8.00	5.26204443	5.2029	4.0991	3.5884	0.3547	-5.478	-1.027	-2.823	-4.364	-5.211	-6.014	-7.074	-7.929	-8.065	-0.07872409
	8.00	5.26233482	5.2019	4.1463	3.5849	0.2934	-5.596	-1.091	-2.899	-4.445	-5.304	-6.134	-7.198	-8.066	-8.206	-0.07871822
	8.00	5.26258659	5.2008	4.1924	3.5811	0.2320	-5.711	-1.148	-2.970	-4.522	-5.391	-6.250	-7.320	-8.202	-8.345	-0.07871314
	8.00	5.26285791	5.1992	4.2434	3.5759	0.1600	-5.839	-1.201	-3.039	-4.597	-5.482	-6.378	-7.456	-8.358	-8.506	-0.07870766
	8.00	5.26312923	5.1976	4.2214	3.5783	0.1915	-5.784	-1.180	-3.011	-4.566	-5.444	-6.323	-7.397	-8.290	-8.436	-0.07870218
	8.00	5.26328373	5.1966	4.2756	3.5734	0.1176	-5.919	-1.240	-3.084	-4.645	-5.538	-6.457	-7.540	-8.446	-8.601	-0.07869907
	8.00	5.26332235	5.1963	4.3012	3.5710	0.0826	-5.983	-1.248	-3.090	-4.653	-5.562	-6.513	-7.606	-8.497	-8.674	-0.07869829
