log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	Mbol 	Mu 	Mb 	Mv 	Mr 	Mi 	Mj 	Mh 	Mk 	Flum
	7.50	1.60000002	1.6000	0.9168	3.9308	4.3946	2.478	2.666	2.627	2.510	2.465	2.402	2.351	2.316	2.313	-0.39273920
	7.50	1.70000005	1.7000	1.0272	3.9541	4.4036	2.202	2.386	2.354	2.290	2.280	2.244	2.225	2.215	2.213	-0.36187632
	7.50	1.79999995	1.8000	1.1355	3.9746	4.4023	1.931	2.112	2.118	2.090	2.097	2.086	2.091	2.091	2.091	-0.33500274
	7.50	1.89999998	1.8999	1.2291	3.9933	4.4069	1.697	1.883	1.933	1.937	1.956	1.961	1.990	1.999	2.004	-0.31142170
	7.50	2.00000000	1.9999	1.3280	4.0103	4.3983	1.450	1.645	1.743	1.769	1.794	1.809	1.864	1.879	1.889	-0.29058670
	7.50	2.20000005	2.1999	1.4987	4.0414	4.3934	1.023	1.233	1.431	1.495	1.533	1.566	1.646	1.676	1.696	-0.25550276
	7.50	2.50000000	2.4998	1.7054	4.0779	4.3883	0.507	0.776	1.080	1.171	1.211	1.267	1.387	1.419	1.448	-0.21500434
	7.50	3.00000000	2.9997	1.9979	4.1244	4.3608	-0.225	0.155	0.587	0.704	0.756	0.825	0.985	1.030	1.068	-0.16809413
	7.50	3.19722939	3.1968	2.0881	4.1397	4.3593	-0.450	-0.029	0.441	0.564	0.620	0.692	0.866	0.914	0.954	-0.15424873
	7.50	3.50000000	3.4995	2.2372	4.1626	4.3414	-0.823	-0.328	0.191	0.327	0.385	0.466	0.657	0.713	0.755	-0.13651311
	7.50	4.00000000	3.9992	2.4573	4.1955	4.3108	-1.373	-0.765	-0.175	-0.025	0.042	0.131	0.345	0.409	0.460	-0.11399485
	7.50	4.37270498	4.3717	2.6005	4.2166	4.2904	-1.731	-1.052	-0.420	-0.256	-0.183	-0.088	0.139	0.206	0.263	-0.10107727
	7.50	4.50000000	4.4989	2.6477	4.2233	4.2827	-1.849	-1.149	-0.503	-0.334	-0.259	-0.162	0.069	0.138	0.196	-0.09723650
	7.50	5.00000000	4.9984	2.8263	4.2474	4.2461	-2.296	-1.510	-0.822	-0.640	-0.561	-0.454	-0.209	-0.136	-0.072	-0.08434449
	7.50	5.19776440	5.1960	2.8925	4.2559	4.2310	-2.461	-1.644	-0.941	-0.755	-0.675	-0.565	-0.314	-0.239	-0.174	-0.08004124
	7.50	5.81901598	5.8164	3.0932	4.2798	4.1747	-2.963	-2.056	-1.312	-1.115	-1.025	-0.914	-0.644	-0.564	-0.497	-0.06872573
	7.50	6.00000000	5.9971	3.1500	4.2858	4.1552	-3.105	-2.178	-1.422	-1.222	-1.132	-1.019	-0.746	-0.662	-0.595	-0.06594199
	7.50	6.34329700	6.3410	3.2520	4.2961	4.1186	-3.360	-2.398	-1.622	-1.417	-1.327	-1.209	-0.931	-0.843	-0.774	-0.06117034
	7.50	6.77307558	6.7721	3.3780	4.3064	4.0624	-3.675	-2.679	-1.884	-1.673	-1.580	-1.460	-1.175	-1.085	-1.015	-0.05598933
	7.50	7.00000000	7.0000	3.4444	4.3104	4.0264	-3.841	-2.833	-2.031	-1.817	-1.722	-1.602	-1.313	-1.223	-1.153	-0.05355301
	7.50	7.12594175	7.1259	3.4798	4.3125	4.0069	-3.929	-2.915	-2.109	-1.894	-1.798	-1.678	-1.387	-1.298	-1.227	-0.05227923
	7.50	7.44847679	7.4485	3.5715	4.3155	3.9465	-4.159	-3.139	-2.325	-2.108	-2.012	-1.891	-1.597	-1.507	-1.437	-0.04924647
	7.50	7.72436094	7.7244	3.6513	4.3155	3.8827	-4.358	-3.344	-2.527	-2.310	-2.215	-2.093	-1.798	-1.709	-1.638	-0.04688693
	7.50	7.96071148	7.9607	3.7216	4.3128	3.8147	-4.534	-3.536	-2.719	-2.504	-2.410	-2.288	-1.995	-1.907	-1.835	-0.04501748
	7.50	8.00000000	8.0000	3.7336	4.3119	3.8010	-4.564	-3.571	-2.755	-2.540	-2.447	-2.325	-2.032	-1.944	-1.872	-0.04471927
	7.50	8.16526413	8.1517	3.7824	4.3080	3.7449	-4.686	-3.711	-2.899	-2.686	-2.594	-2.473	-2.183	-2.096	-2.024	-0.04350172
	7.50	8.35170746	8.3213	3.8389	4.3007	3.6683	-4.827	-3.885	-3.082	-2.872	-2.782	-2.662	-2.376	-2.292	-2.222	-0.04219584
	7.50	8.51297665	8.4667	3.8899	4.2915	3.5880	-4.955	-4.056	-3.263	-3.054	-2.967	-2.848	-2.567	-2.486	-2.416	-0.04112030
	7.50	8.58620834	8.5322	3.9140	4.2867	3.5478	-5.015	-4.139	-3.351	-3.142	-3.058	-2.938	-2.662	-2.581	-2.511	-0.04064754
	7.50	8.65346432	8.5922	3.9374	4.2825	3.5107	-5.073	-4.218	-3.434	-3.224	-3.142	-3.023	-2.749	-2.669	-2.599	-0.04022164
	7.50	8.70634079	8.6392	3.9571	4.2814	3.4890	-5.123	-4.274	-3.490	-3.280	-3.199	-3.079	-2.807	-2.727	-2.657	-0.03989221
	7.50	8.72904873	8.6593	3.9666	4.2830	3.4868	-5.147	-4.292	-3.505	-3.295	-3.214	-3.094	-2.820	-2.740	-2.670	-0.03975217
	7.50	8.75295925	8.6805	3.9789	4.2888	3.4987	-5.177	-4.297	-3.504	-3.294	-3.210	-3.090	-2.811	-2.731	-2.661	-0.03960565
	7.50	8.76918602	8.6948	3.9949	4.3031	3.5405	-5.217	-4.277	-3.465	-3.254	-3.164	-3.043	-2.753	-2.671	-2.600	-0.03950674
	7.50	8.77388096	8.6990	4.0091	4.3160	3.5784	-5.253	-4.265	-3.431	-3.214	-3.123	-2.997	-2.700	-2.612	-2.536	-0.03947820
	7.50	8.77668095	8.7014	4.0386	4.3335	3.6189	-5.326	-4.273	-3.413	-3.187	-3.091	-2.960	-2.656	-2.561	-2.482	-0.03946120
	7.50	8.77671242	8.7015	4.0384	4.3335	3.6191	-5.326	-4.273	-3.413	-3.187	-3.090	-2.960	-2.655	-2.561	-2.482	-0.03946101
	7.50	8.77770996	8.7024	4.0031	4.3169	3.5880	-5.238	-4.246	-3.411	-3.194	-3.102	-2.976	-2.679	-2.591	-2.515	-0.03945496
	7.50	8.77845478	8.7030	3.9981	4.2966	3.5121	-5.225	-4.312	-3.509	-3.299	-3.211	-3.091	-2.805	-2.725	-2.655	-0.03945044
	7.50	8.77901936	8.7035	4.0065	4.2797	3.4362	-5.246	-4.410	-3.623	-3.415	-3.334	-3.216	-2.944	-2.864	-2.794	-0.03944701
	7.50	8.77964401	8.7041	4.0199	4.2601	3.3444	-5.280	-4.513	-3.760	-3.564	-3.486	-3.375	-3.117	-3.045	-2.975	-0.03944322
	7.50	8.78035259	8.7047	4.0330	4.2369	3.2381	-5.313	-4.639	-3.917	-3.729	-3.658	-3.555	-3.311	-3.241	-3.178	-0.03943893
	7.50	8.78110981	8.7054	4.0429	4.2106	3.1234	-5.337	-4.771	-4.089	-3.914	-3.850	-3.757	-3.526	-3.464	-3.409	-0.03943434
	7.50	8.78192616	8.7061	4.0492	4.1797	2.9936	-5.353	-4.910	-4.273	-4.112	-4.060	-3.979	-3.766	-3.715	-3.656	-0.03942939
	7.50	8.78234673	8.7064	4.0508	4.1622	2.9217	-5.357	-4.979	-4.369	-4.215	-4.166	-4.096	-3.895	-3.846	-3.795	-0.03942684
	7.50	8.78277874	8.7068	4.0513	4.1428	2.8436	-5.358	-5.050	-4.472	-4.327	-4.281	-4.221	-4.034	-3.989	-3.946	-0.03942422
	7.50	8.78318596	8.7072	4.0506	4.1233	2.7664	-5.357	-5.112	-4.569	-4.434	-4.396	-4.339	-4.171	-4.133	-4.091	-0.03942175
	7.50	8.78360462	8.7076	4.0486	4.1011	2.6797	-5.352	-5.177	-4.675	-4.553	-4.519	-4.473	-4.323	-4.292	-4.252	-0.03941922
	7.50	8.78403473	8.7079	4.0450	4.0754	2.5805	-5.342	-5.235	-4.793	-4.684	-4.662	-4.623	-4.489	-4.468	-4.430	-0.03941661
	7.50	8.78446388	8.7083	4.0399	4.0472	2.4730	-5.330	-5.280	-4.912	-4.819	-4.799	-4.775	-4.669	-4.656	-4.626	-0.03941401
	7.50	8.78489304	8.7087	4.0325	4.0152	2.3523	-5.311	-5.329	-5.037	-4.956	-4.949	-4.939	-4.870	-4.863	-4.836	-0.03941141
	7.50	8.78524494	8.7090	4.0246	3.9858	2.2428	-5.291	-5.334	-5.133	-5.071	-5.072	-5.074	-5.042	-5.048	-5.028	-0.03940928
	7.50	8.78546524	8.7092	4.0183	3.9643	2.1628	-5.276	-5.319	-5.195	-5.146	-5.153	-5.171	-5.166	-5.177	-5.168	-0.03940795
	7.50	8.78563023	8.7093	4.0131	3.9475	2.1009	-5.263	-5.297	-5.231	-5.196	-5.206	-5.239	-5.253	-5.276	-5.268	-0.03940695
	7.50	8.78578472	8.7095	4.0078	3.9314	2.0416	-5.249	-5.267	-5.262	-5.241	-5.259	-5.299	-5.343	-5.373	-5.372	-0.03940601
	7.50	8.78591633	8.7096	4.0027	3.9165	1.9872	-5.237	-5.220	-5.266	-5.266	-5.295	-5.345	-5.414	-5.463	-5.463	-0.03940521
	7.50	8.78604889	8.7097	3.9968	3.9001	1.9278	-5.222	-5.150	-5.251	-5.286	-5.339	-5.404	-5.509	-5.561	-5.573	-0.03940441
	7.50	8.78618050	8.7098	3.9902	3.8824	1.8635	-5.205	-5.065	-5.212	-5.290	-5.367	-5.462	-5.599	-5.673	-5.692	-0.03940362
	7.50	8.78630161	8.7099	3.9837	3.8655	1.8023	-5.189	-4.978	-5.152	-5.282	-5.387	-5.513	-5.682	-5.783	-5.803	-0.03940288
	7.50	8.78643322	8.7101	3.9757	3.8456	1.7308	-5.169	-4.859	-5.049	-5.255	-5.408	-5.567	-5.780	-5.909	-5.934	-0.03940209
	7.50	8.78655434	8.7102	3.9665	3.8240	1.6534	-5.146	-4.726	-4.918	-5.216	-5.412	-5.616	-5.877	-6.051	-6.077	-0.03940135
	7.50	8.78667545	8.7103	3.9566	3.8021	1.5758	-5.122	-4.559	-4.762	-5.158	-5.413	-5.659	-5.970	-6.188	-6.223	-0.03940062
	7.50	8.78679657	8.7104	3.9434	3.7762	1.4853	-5.089	-4.340	-4.527	-5.075	-5.408	-5.721	-6.077	-6.341	-6.391	-0.03939989
	7.50	8.78691769	8.7105	3.9275	3.7494	1.3943	-5.049	-4.015	-4.289	-4.973	-5.365	-5.726	-6.161	-6.485	-6.542	-0.03939915
	7.50	8.78703880	8.7106	3.9054	3.7211	1.3030	-4.993	-3.539	-3.989	-4.831	-5.288	-5.700	-6.223	-6.626	-6.686	-0.03939842
	7.50	8.78715992	8.7107	3.8752	3.6980	1.2407	-4.918	-3.055	-3.692	-4.663	-5.170	-5.633	-6.237	-6.705	-6.765	-0.03939769
	7.50	8.78737926	8.7109	3.8122	3.6741	1.2083	-4.761	-2.408	-3.286	-4.384	-4.947	-5.462	-6.164	-6.703	-6.770	-0.03939636
	7.50	8.78748894	8.7110	3.7959	3.6663	1.1935	-4.720	-2.194	-3.159	-4.297	-4.880	-5.410	-6.145	-6.713	-6.781	-0.03939569
	7.50	8.78775024	8.7112	3.8924	3.6425	1.0018	-4.961	-1.819	-3.103	-4.377	-5.027	-5.606	-6.448	-7.104	-7.182	-0.03939411
	7.50	8.78789616	8.7114	3.9905	3.6315	0.8598	-5.206	-1.722	-3.183	-4.531	-5.217	-5.825	-6.715	-7.414	-7.502	-0.03939323
	7.50	8.78817749	8.7116	4.0971	3.6219	0.7144	-5.473	-1.705	-3.292	-4.705	-5.428	-6.063	-7.003	-7.739	-7.835	-0.03939153
	7.50	8.78903198	8.7124	4.1665	3.6156	0.6202	-5.646	-1.714	-3.364	-4.814	-5.563	-6.217	-7.189	-7.949	-8.052	-0.03938636
	7.50	8.79030228	8.7135	4.2093	3.6124	0.5646	-5.753	-1.739	-3.418	-4.888	-5.650	-6.314	-7.304	-8.074	-8.181	-0.03937867
	7.50	8.79406548	8.7168	4.2524	3.6095	0.5100	-5.861	-1.774	-3.479	-4.966	-5.740	-6.414	-7.419	-8.198	-8.309	-0.03935593
	7.50	8.84078312	8.7580	4.2005	3.6143	0.5832	-5.731	-1.762	-3.426	-4.885	-5.640	-6.298	-7.278	-8.041	-8.146	-0.03907543
	7.50	8.87677193	8.7893	4.1482	3.6196	0.6581	-5.601	-1.765	-3.380	-4.809	-5.543	-6.184	-7.136	-7.880	-7.979	-0.03886171
	7.50	8.91097546	8.8101	4.1033	3.6247	0.7245	-5.488	-1.786	-3.351	-4.749	-5.462	-6.087	-7.014	-7.738	-7.831	-0.03866047
	7.50	8.96176434	8.8395	4.0740	3.6327	0.7871	-5.415	-1.931	-3.396	-4.747	-5.432	-6.036	-6.924	-7.616	-7.703	-0.03836498
	7.50	8.97847652	8.8488	4.0657	3.6354	0.8066	-5.394	-1.987	-3.413	-4.748	-5.424	-6.022	-6.898	-7.579	-7.664	-0.03826861
	7.50	9.00000000	8.8604	4.0956	3.6480	0.8277	-5.469	-2.396	-3.655	-4.922	-5.561	-6.127	-6.948	-7.577	-7.653	-0.03814511
	7.50	9.00558949	8.8643	4.1030	3.6511	0.8329	-5.487	-2.497	-3.715	-4.965	-5.594	-6.153	-6.961	-7.576	-7.651	-0.03811315
	7.50	9.00916862	8.8668	4.1505	3.6709	0.8647	-5.606	-3.088	-4.066	-5.209	-5.789	-6.308	-7.026	-7.569	-7.637	-0.03809271
	7.50	9.01035595	8.8676	4.1723	3.7018	0.9668	-5.661	-3.813	-4.457	-5.423	-5.927	-6.381	-6.971	-7.421	-7.482	-0.03808593
	7.50	9.01136589	8.8683	4.1811	3.7452	1.1315	-5.683	-4.565	-4.888	-5.598	-5.997	-6.367	-6.812	-7.142	-7.201	-0.03808017
	7.50	9.01237583	8.8690	4.1849	3.7801	1.2675	-5.692	-4.955	-5.187	-5.696	-6.006	-6.301	-6.656	-6.912	-6.957	-0.03807441
	7.50	9.01338482	8.8697	4.1867	3.8067	1.3720	-5.697	-5.161	-5.383	-5.749	-5.985	-6.221	-6.518	-6.727	-6.756	-0.03806866
	7.50	9.01441002	8.8704	4.1878	3.8268	1.4515	-5.700	-5.299	-5.502	-5.778	-5.962	-6.158	-6.411	-6.575	-6.604	-0.03806281
	7.50	9.01601124	8.8715	4.1889	3.8479	1.5348	-5.702	-5.417	-5.612	-5.793	-5.936	-6.091	-6.295	-6.422	-6.442	-0.03805369
	7.50	9.01807594	8.8729	4.1902	3.8647	1.6005	-5.706	-5.509	-5.681	-5.801	-5.904	-6.029	-6.200	-6.301	-6.321	-0.03804192
	7.50	9.02255249	8.8760	4.1939	3.8864	1.6838	-5.715	-5.608	-5.736	-5.797	-5.864	-5.955	-6.078	-6.148	-6.163	-0.03801645
	7.50	9.02727890	8.8793	4.1980	3.9022	1.7431	-5.725	-5.682	-5.760	-5.786	-5.832	-5.898	-5.995	-6.046	-6.056	-0.03798958
	7.50	9.03426075	8.8841	4.2035	3.9207	1.8119	-5.739	-5.754	-5.762	-5.757	-5.784	-5.834	-5.892	-5.936	-5.932	-0.03794995
	7.50	9.04135513	8.8890	4.2090	3.9381	1.8762	-5.753	-5.792	-5.738	-5.715	-5.732	-5.773	-5.801	-5.831	-5.824	-0.03790975
	7.50	9.04816532	8.8937	4.2139	3.9531	1.9315	-5.765	-5.825	-5.709	-5.674	-5.687	-5.719	-5.719	-5.741	-5.730	-0.03787124
	7.50	9.05629158	8.8993	4.2189	3.9686	1.9888	-5.777	-5.837	-5.677	-5.627	-5.637	-5.654	-5.640	-5.650	-5.638	-0.03782537
	7.50	9.06610298	8.9060	4.2247	3.9846	2.0473	-5.792	-5.853	-5.630	-5.573	-5.581	-5.585	-5.550	-5.559	-5.539	-0.03777012
	7.50	9.07758522	8.9139	4.2308	3.9994	2.1007	-5.807	-5.860	-5.586	-5.522	-5.520	-5.528	-5.471	-5.470	-5.450	-0.03770564
	7.50	9.09375858	8.9250	4.2386	4.0150	2.1559	-5.827	-5.860	-5.542	-5.468	-5.465	-5.463	-5.387	-5.383	-5.356	-0.03761513
	7.50	9.11390495	8.9388	4.2463	4.0222	2.1777	-5.846	-5.868	-5.532	-5.454	-5.449	-5.441	-5.358	-5.354	-5.324	-0.03750293
	7.50	9.13590336	8.9539	4.2509	4.0044	2.1027	-5.857	-5.905	-5.615	-5.548	-5.546	-5.552	-5.488	-5.486	-5.464	-0.03738107
	7.50	9.14435387	8.9597	4.2511	3.9877	2.0360	-5.858	-5.923	-5.684	-5.624	-5.633	-5.634	-5.596	-5.605	-5.585	-0.03733444
	7.50	9.15109539	8.9643	4.2500	3.9665	1.9527	-5.855	-5.915	-5.763	-5.713	-5.723	-5.742	-5.731	-5.741	-5.731	-0.03729732
	7.50	9.15483665	8.9668	4.2486	3.9505	1.8902	-5.851	-5.909	-5.799	-5.768	-5.782	-5.817	-5.821	-5.845	-5.834	-0.03727674
	7.50	9.15793800	8.9689	4.2461	3.9329	1.8223	-5.845	-5.886	-5.845	-5.827	-5.848	-5.891	-5.927	-5.959	-5.954	-0.03725970
	7.50	9.16046143	8.9706	4.2437	3.9153	1.7543	-5.839	-5.846	-5.869	-5.871	-5.902	-5.957	-6.024	-6.074	-6.070	-0.03724584
	7.50	9.16240788	8.9720	4.2406	3.8981	1.6887	-5.832	-5.777	-5.864	-5.899	-5.949	-6.023	-6.125	-6.180	-6.192	-0.03723516
	7.50	9.16396427	8.9730	4.2371	3.8805	1.6219	-5.823	-5.695	-5.835	-5.909	-5.983	-6.085	-6.221	-6.297	-6.314	-0.03722662
	7.50	9.16524124	8.9739	4.2329	3.8620	1.5519	-5.812	-5.607	-5.783	-5.910	-6.017	-6.145	-6.322	-6.428	-6.448	-0.03721962
	7.50	9.16690540	8.9750	4.2246	3.8279	1.4240	-5.792	-5.399	-5.603	-5.872	-6.053	-6.246	-6.496	-6.657	-6.687	-0.03721050
	7.50	9.16791725	8.9757	4.2162	3.7976	1.3113	-5.770	-5.168	-5.402	-5.810	-6.072	-6.320	-6.642	-6.865	-6.904	-0.03720496
	7.50	9.16866398	8.9762	4.2062	3.7688	1.2062	-5.746	-4.900	-5.150	-5.724	-6.066	-6.385	-6.768	-7.046	-7.096	-0.03720087
	7.50	9.16919231	8.9766	4.1949	3.7416	1.1087	-5.717	-4.552	-4.893	-5.622	-6.029	-6.405	-6.861	-7.199	-7.259	-0.03719797
	7.50	9.16961288	8.9769	4.1807	3.7145	1.0146	-5.682	-4.068	-4.608	-5.498	-5.971	-6.401	-6.942	-7.358	-7.418	-0.03719567
	7.50	9.16993904	8.9771	4.1648	3.6966	0.9586	-5.642	-3.692	-4.384	-5.380	-5.896	-6.362	-6.972	-7.437	-7.499	-0.03719388
	7.50	9.17039013	8.9774	4.1328	3.6782	0.9171	-5.562	-3.223	-4.108	-5.208	-5.768	-6.274	-6.959	-7.476	-7.544	-0.03719141
	7.50	9.17088795	8.9777	4.0915	3.6602	0.8866	-5.459	-2.706	-3.802	-4.998	-5.603	-6.141	-6.908	-7.490	-7.561	-0.03718869
	7.50	9.17133904	8.9781	4.0735	3.6441	0.8400	-5.414	-2.246	-3.551	-4.837	-5.486	-6.062	-6.900	-7.545	-7.624	-0.03718622
	7.50	9.17167473	8.9783	4.1057	3.6341	0.7678	-5.494	-2.038	-3.491	-4.837	-5.518	-6.119	-7.002	-7.687	-7.773	-0.03718438
	7.50	9.17201138	8.9785	4.1535	3.6249	0.6832	-5.614	-1.900	-3.474	-4.876	-5.590	-6.214	-7.141	-7.862	-7.955	-0.03718254
	7.50	9.17412090	8.9799	4.2382	3.6154	0.5605	-5.826	-1.870	-3.532	-4.990	-5.742	-6.396	-7.372	-8.129	-8.233	-0.03717100
	7.50	9.17525196	8.9807	4.3098	3.6091	0.4638	-6.005	-1.899	-3.612	-5.104	-5.881	-6.557	-7.564	-8.343	-8.456	-0.03716481
	7.50	9.17670250	8.9817	4.3816	3.6035	0.3697	-6.184	-1.956	-3.706	-5.224	-6.024	-6.721	-7.754	-8.553	-8.674	-0.03715688
	7.50	9.17829037	8.9828	4.4387	3.5974	0.2883	-6.327	-1.997	-3.772	-5.302	-6.124	-6.862	-7.909	-8.728	-8.856	-0.03714820
	7.50	9.18033409	8.9842	4.4987	3.5924	0.2083	-6.477	-2.069	-3.862	-5.399	-6.238	-7.014	-8.068	-8.905	-9.039	-0.03713704
	7.50	9.18271255	8.9858	4.5596	3.5867	0.1246	-6.629	-2.136	-3.948	-5.493	-6.350	-7.168	-8.230	-9.088	-9.228	-0.03712405
	7.50	9.18457031	8.9871	4.6138	3.5814	0.0492	-6.765	-2.195	-4.024	-5.576	-6.447	-7.304	-8.374	-9.253	-9.397	-0.03711392
	7.50	9.19361687	8.9934	4.6739	3.5774	-0.0263	-6.915	-2.290	-4.131	-5.688	-6.569	-7.455	-8.530	-9.425	-9.573	-0.03706462
	7.50	9.20319557	9.0030	4.6921	3.5767	-0.0470	-6.960	-2.326	-4.169	-5.726	-6.609	-7.500	-8.576	-9.475	-9.623	-0.03701255
