log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	Mbol 	Mu 	Mb 	Mv 	Mr 	Mi 	Mj 	Mh 	Mk 	Flum
	9.50	1.30781662	1.3051	0.9180	3.8026	3.7920	2.475	2.935	2.986	2.513	2.216	1.934	1.630	1.389	1.352	-0.51561789
	9.50	1.31451499	1.3117	0.9225	3.7868	3.7263	2.464	3.026	3.044	2.519	2.193	1.888	1.545	1.272	1.230	-0.51207402
	9.50	1.31815469	1.3152	0.8990	3.7716	3.6905	2.523	3.201	3.176	2.596	2.245	1.913	1.531	1.225	1.180	-0.51016613
	9.50	1.32044661	1.3175	0.8687	3.7597	3.6737	2.598	3.388	3.320	2.689	2.318	1.964	1.547	1.213	1.166	-0.50897106
	9.50	1.32271588	1.3197	0.8309	3.7473	3.6627	2.693	3.622	3.489	2.808	2.413	2.043	1.590	1.227	1.178	-0.50779260
	9.50	1.32521129	1.3222	0.7963	3.7346	3.6473	2.779	3.865	3.659	2.925	2.505	2.114	1.625	1.229	1.178	-0.50650217
	9.50	1.32787955	1.3248	0.7864	3.7241	3.6163	2.804	4.036	3.761	2.982	2.540	2.128	1.608	1.183	1.131	-0.50512866
	9.50	1.33367920	1.3305	0.8587	3.7117	3.4962	2.623	4.043	3.676	2.845	2.375	1.943	1.382	0.918	0.864	-0.50216550
	9.50	1.33790767	1.3346	0.9476	3.7070	3.3895	2.401	3.896	3.489	2.638	2.157	1.719	1.139	0.664	0.607	-0.50002410
	9.50	1.34161162	1.3382	1.0334	3.7037	3.2920	2.187	3.732	3.300	2.434	1.946	1.502	0.910	0.428	0.369	-0.49816136
	9.50	1.34477174	1.3412	1.1079	3.7011	3.2079	2.000	3.588	3.134	2.256	1.761	1.314	0.712	0.224	0.164	-0.49658164
	9.50	1.34735894	1.3436	1.1719	3.6988	3.1356	1.840	3.464	2.992	2.104	1.603	1.153	0.542	0.049	-0.011	-0.49529480
	9.50	1.34961939	1.3458	1.2311	3.6967	3.0685	1.692	3.355	2.865	1.965	1.460	1.006	0.386	-0.113	-0.174	-0.49417522
	9.50	1.35152960	1.3475	1.2895	3.6946	3.0024	1.546	3.246	2.738	1.828	1.318	0.860	0.232	-0.272	-0.334	-0.49323254
	9.50	1.35322106	1.3490	1.3485	3.6923	2.9345	1.399	3.147	2.615	1.692	1.177	0.714	0.077	-0.434	-0.496	-0.49240043
	9.50	1.35453439	1.3501	1.4027	3.6898	2.8710	1.263	3.060	2.505	1.568	1.047	0.581	-0.067	-0.585	-0.648	-0.49175602
	9.50	1.35574400	1.3512	1.4593	3.6876	2.8059	1.122	2.964	2.386	1.437	0.911	0.440	-0.216	-0.741	-0.804	-0.49116380
	9.50	1.35685015	1.3520	1.5179	3.6851	2.7374	0.975	2.869	2.265	1.302	0.770	0.295	-0.372	-0.905	-0.968	-0.49062332
	9.50	1.35776687	1.3527	1.5712	3.6827	2.6749	0.842	2.784	2.155	1.178	0.641	0.162	-0.515	-1.055	-1.117	-0.49017618
	9.50	1.35858870	1.3533	1.6242	3.6805	2.6133	0.709	2.696	2.045	1.055	0.513	0.030	-0.656	-1.203	-1.265	-0.48977593
	9.50	1.35931301	1.3538	1.6740	3.6782	2.5544	0.585	2.619	1.943	0.941	0.393	-0.095	-0.790	-1.345	-1.406	-0.48942364
	9.50	1.35996163	1.3541	1.7206	3.6762	2.4997	0.468	2.545	1.847	0.834	0.282	-0.211	-0.914	-1.476	-1.537	-0.48910854
	9.50	1.36062634	1.3545	1.7600	3.6740	2.4519	0.370	2.494	1.773	0.748	0.191	-0.307	-1.017	-1.587	-1.650	-0.48878599
	9.50	1.36099660	1.3546	1.7778	3.6732	2.4307	0.325	2.470	1.738	0.709	0.150	-0.351	-1.064	-1.636	-1.700	-0.48860648
	9.50	1.36178660	1.3550	1.7210	3.6769	2.5025	0.467	2.529	1.838	0.828	0.278	-0.212	-0.913	-1.473	-1.533	-0.48822386
	9.50	1.36243498	1.3553	1.7820	3.6735	2.4282	0.315	2.452	1.724	0.697	0.138	-0.362	-1.074	-1.644	-1.708	-0.48791023
	9.50	1.36306226	1.3555	1.8422	3.6699	2.3534	0.164	2.384	1.615	0.569	0.001	-0.509	-1.233	-1.815	-1.882	-0.48760713
	9.50	1.36371458	1.3556	1.9099	3.6660	2.2701	-0.005	2.305	1.491	0.424	-0.154	-0.674	-1.412	-2.007	-2.076	-0.48729228
	9.50	1.36424458	1.3556	1.9693	3.6625	2.1966	-0.153	2.239	1.384	0.298	-0.289	-0.818	-1.570	-2.176	-2.247	-0.48703673
	9.50	1.36478007	1.3554	2.0362	3.6584	2.1134	-0.320	2.169	1.265	0.156	-0.441	-0.979	-1.747	-2.367	-2.439	-0.48677877
	9.50	1.36523294	1.3550	2.0979	3.6544	2.0358	-0.475	2.109	1.158	0.026	-0.580	-1.127	-1.911	-2.546	-2.616	-0.48656079
	9.50	1.36562526	1.3546	2.1601	3.6504	1.9574	-0.630	2.058	1.053	-0.101	-0.720	-1.277	-2.076	-2.726	-2.798	-0.48637209
	9.50	1.36596179	1.3540	2.2182	3.6469	1.8850	-0.776	2.010	0.955	-0.221	-0.851	-1.417	-2.230	-2.892	-2.967	-0.48621034
	9.50	1.36629355	1.3532	2.2807	3.6430	1.8067	-0.932	1.963	0.851	-0.348	-0.990	-1.568	-2.396	-3.072	-3.150	-0.48605096
	9.50	1.36658227	1.3522	2.3424	3.6392	1.7294	-1.086	1.917	0.749	-0.473	-1.128	-1.716	-2.559	-3.249	-3.330	-0.48591234
	9.50	1.36685812	1.3510	2.4084	3.6350	1.6461	-1.251	1.873	0.642	-0.606	-1.274	-1.874	-2.734	-3.439	-3.524	-0.48577995
	9.50	1.36709583	1.3496	2.4734	3.6304	1.5624	-1.413	1.842	0.542	-0.732	-1.415	-2.028	-2.907	-3.629	-3.717	-0.48566593
	9.50	1.36730087	1.3479	2.5355	3.6264	1.4837	-1.569	1.811	0.447	-0.853	-1.549	-2.173	-3.072	-3.809	-3.900	-0.48556761
	9.50	1.36747706	1.3462	2.5928	3.6225	1.4103	-1.712	1.799	0.372	-0.957	-1.668	-2.303	-3.222	-3.976	-4.070	-0.48548315
	9.50	1.36764610	1.3439	2.6569	3.6181	1.3279	-1.872	1.783	0.288	-1.072	-1.800	-2.448	-3.390	-4.163	-4.261	-0.48540215
	9.50	1.36779213	1.3415	2.7168	3.6139	1.2502	-2.022	1.767	0.213	-1.178	-1.922	-2.583	-3.546	-4.339	-4.440	-0.48533219
	9.50	1.36791837	1.3388	2.7733	3.6098	1.1765	-2.163	1.751	0.143	-1.277	-2.037	-2.710	-3.693	-4.505	-4.609	-0.48527172
	9.50	1.36803758	1.3356	2.8278	3.6059	1.1055	-2.299	1.730	0.076	-1.372	-2.147	-2.833	-3.835	-4.665	-4.772	-0.48521464
	9.50	1.36814177	1.3322	2.8866	3.6014	1.0274	-2.446	1.709	0.008	-1.470	-2.263	-2.967	-3.988	-4.840	-4.951	-0.48516475
	9.50	1.36823797	1.3281	2.9451	3.5967	0.9487	-2.593	1.657	-0.069	-1.567	-2.377	-3.117	-4.151	-5.009	-5.127	-0.48511870
	9.50	1.36832130	1.3237	2.9999	3.5923	0.8750	-2.730	1.604	-0.144	-1.659	-2.485	-3.258	-4.302	-5.167	-5.292	-0.48507882
	9.50	1.36840808	1.3180	3.0586	3.5873	0.7944	-2.876	1.548	-0.224	-1.754	-2.598	-3.409	-4.464	-5.338	-5.471	-0.48503729
	9.50	1.36848330	1.3118	3.1154	3.5821	0.7148	-3.019	1.496	-0.299	-1.842	-2.705	-3.554	-4.620	-5.506	-5.647	-0.48500130
	9.50	1.36854815	1.3051	3.1679	3.5768	0.6388	-3.150	1.452	-0.364	-1.918	-2.799	-3.689	-4.764	-5.665	-5.812	-0.48497027
	9.50	1.36860490	1.2980	3.2187	3.5727	0.5694	-3.277	1.401	-0.425	-1.987	-2.885	-3.812	-4.898	-5.800	-5.961	-0.48494313
	9.50	1.36866498	1.2885	3.2713	3.5693	0.5001	-3.408	1.351	-0.475	-2.039	-2.959	-3.933	-5.033	-5.913	-6.105	-0.48491439
	9.50	1.36871481	1.2789	3.3235	3.5648	0.4264	-3.539	1.329	-0.494	-2.063	-3.012	-4.048	-5.168	-6.020	-6.253	-0.48489056
	9.50	1.36876106	1.2677	3.3746	3.5599	0.3521	-3.667	1.315	-0.504	-2.078	-3.057	-4.160	-5.301	-6.122	-6.398	-0.48486844
	9.50	1.36880159	1.2562	3.4181	3.5555	0.2870	-3.775	1.309	-0.506	-2.084	-3.091	-4.254	-5.414	-6.207	-6.523	-0.48484906
	9.50	1.36880159	1.2566	1.7424	3.6920	2.5090	0.414	2.200	1.647	0.706	0.190	-0.273	-0.911	-1.417	-1.477	-0.48484906
	9.50	1.36919165	1.2568	1.7694	3.6897	2.4728	0.347	2.178	1.602	0.648	0.127	-0.340	-0.987	-1.501	-1.561	-0.48466260
	9.50	1.36976159	1.2571	1.7797	3.6890	2.4596	0.321	2.167	1.583	0.626	0.103	-0.366	-1.016	-1.532	-1.593	-0.48439037
	9.50	1.37031758	1.2574	1.7775	3.6896	2.4643	0.326	2.162	1.583	0.629	0.107	-0.360	-1.008	-1.522	-1.583	-0.48412507
	9.50	1.37094843	1.2578	1.7751	3.6901	2.4690	0.332	2.157	1.584	0.632	0.112	-0.354	-1.000	-1.513	-1.573	-0.48382435
	9.50	1.37159669	1.2581	1.7738	3.6906	2.4724	0.335	2.151	1.582	0.633	0.114	-0.351	-0.995	-1.506	-1.566	-0.48351567
	9.50	1.37227285	1.2585	1.7730	3.6911	2.4751	0.337	2.144	1.580	0.633	0.115	-0.350	-0.992	-1.500	-1.561	-0.48319407
	9.50	1.37298214	1.2589	1.7729	3.6915	2.4773	0.338	2.136	1.576	0.631	0.115	-0.349	-0.990	-1.497	-1.557	-0.48285711
	9.50	1.37367129	1.2593	1.7728	3.6919	2.4791	0.338	2.129	1.573	0.630	0.114	-0.349	-0.988	-1.493	-1.554	-0.48253011
	9.50	1.37428129	1.2597	1.7728	3.6922	2.4803	0.338	2.123	1.570	0.628	0.113	-0.349	-0.987	-1.492	-1.552	-0.48224100
	9.50	1.37495255	1.2601	1.7734	3.6925	2.4810	0.337	2.117	1.566	0.626	0.111	-0.351	-0.987	-1.491	-1.551	-0.48192318
	9.50	1.37562191	1.2605	1.7743	3.6928	2.4813	0.334	2.110	1.561	0.622	0.108	-0.353	-0.989	-1.491	-1.551	-0.48160664
	9.50	1.37630856	1.2609	1.7760	3.6929	2.4803	0.330	2.103	1.556	0.618	0.104	-0.358	-0.992	-1.494	-1.555	-0.48128230
	9.50	1.37700939	1.2613	1.7786	3.6929	2.4780	0.324	2.096	1.549	0.611	0.097	-0.364	-0.999	-1.501	-1.561	-0.48095164
	9.50	1.37709141	1.2613	1.7789	3.6929	2.4776	0.323	2.095	1.548	0.610	0.096	-0.365	-1.000	-1.502	-1.562	-0.48091297
	9.50	1.37774408	1.2617	1.7828	3.6928	2.4732	0.313	2.089	1.540	0.601	0.087	-0.375	-1.010	-1.513	-1.573	-0.48060544
	9.50	1.37852407	1.2621	1.7889	3.6925	2.4661	0.298	2.080	1.528	0.587	0.072	-0.390	-1.026	-1.530	-1.590	-0.48023837
	9.50	1.37935007	1.2626	1.7983	3.6918	2.4540	0.274	2.071	1.511	0.567	0.050	-0.413	-1.053	-1.559	-1.619	-0.47985017
	9.50	1.38023329	1.2631	1.8152	3.6903	2.4313	0.232	2.058	1.483	0.531	0.011	-0.455	-1.101	-1.612	-1.672	-0.47943569
	9.50	1.38063610	1.2633	1.8276	3.6894	2.4156	0.201	2.045	1.461	0.504	-0.018	-0.486	-1.135	-1.649	-1.710	-0.47924686
	9.50	1.38107491	1.2635	1.8449	3.6882	2.3934	0.158	2.026	1.429	0.466	-0.059	-0.529	-1.183	-1.701	-1.762	-0.47904131
	9.50	1.38169253	1.2637	1.8926	3.6843	2.3302	0.039	1.985	1.348	0.364	-0.169	-0.648	-1.316	-1.847	-1.910	-0.47875225
	9.50	1.38193083	1.2637	1.9311	3.6810	2.2785	-0.058	1.955	1.284	0.283	-0.258	-0.744	-1.424	-1.966	-2.030	-0.47864080
	9.50	1.38206172	1.2637	1.9841	3.6763	2.2068	-0.190	1.919	1.199	0.174	-0.378	-0.875	-1.572	-2.129	-2.195	-0.47857961
	9.50	1.38209581	1.2637	2.0339	3.6724	2.1416	-0.315	1.882	1.118	0.074	-0.488	-0.995	-1.706	-2.275	-2.344	-0.47856367
	9.50	1.38212061	1.2637	2.1231	3.6646	2.0211	-0.538	1.837	0.985	-0.100	-0.681	-1.207	-1.949	-2.545	-2.615	-0.47855208
	9.50	1.38212931	1.2637	2.1785	3.6597	1.9461	-0.676	1.815	0.904	-0.209	-0.802	-1.339	-2.101	-2.714	-2.784	-0.47854801
	9.50	1.38213944	1.2637	2.2461	3.6538	1.8549	-0.845	1.789	0.804	-0.343	-0.951	-1.502	-2.286	-2.920	-2.990	-0.47854328
	9.50	1.38214934	1.2637	2.3044	3.6493	1.7783	-0.991	1.765	0.718	-0.456	-1.078	-1.642	-2.443	-3.093	-3.166	-0.47853865
	9.50	1.38215876	1.2636	2.3328	3.6470	1.7410	-1.062	1.755	0.676	-0.511	-1.140	-1.709	-2.519	-3.178	-3.252	-0.47853425
	9.50	1.38217926	1.2636	2.2728	3.6518	1.8199	-0.912	1.776	0.764	-0.396	-1.010	-1.567	-2.358	-2.999	-3.070	-0.47852467
	9.50	1.38223124	1.2635	2.2051	3.6575	1.9105	-0.743	1.803	0.864	-0.262	-0.861	-1.403	-2.173	-2.795	-2.864	-0.47850038
	9.50	1.38232243	1.2633	2.1754	3.6602	1.9508	-0.668	1.813	0.907	-0.204	-0.796	-1.332	-2.091	-2.704	-2.773	-0.47845776
	9.50	1.38262320	1.2628	2.2425	3.6541	1.8590	-0.836	1.793	0.811	-0.336	-0.943	-1.494	-2.277	-2.910	-2.980	-0.47831726
	9.50	1.38277757	1.2624	2.3003	3.6495	1.7828	-0.981	1.770	0.725	-0.447	-1.069	-1.632	-2.432	-3.082	-3.155	-0.47824517
	9.50	1.38291943	1.2619	2.3707	3.6443	1.6915	-1.157	1.736	0.619	-0.584	-1.222	-1.799	-2.620	-3.289	-3.366	-0.47817894
	9.50	1.38303852	1.2613	2.4471	3.6385	1.5918	-1.348	1.706	0.505	-0.731	-1.387	-1.980	-2.825	-3.515	-3.596	-0.47812336
	9.50	1.38311911	1.2607	2.5078	3.6336	1.5114	-1.499	1.692	0.420	-0.844	-1.516	-2.123	-2.988	-3.696	-3.781	-0.47808575
	9.50	1.38320136	1.2599	2.5830	3.6279	1.4128	-1.688	1.679	0.315	-0.986	-1.677	-2.297	-3.190	-3.918	-4.009	-0.47804737
	9.50	1.38326120	1.2592	2.6414	3.6233	1.3360	-1.833	1.682	0.247	-1.086	-1.794	-2.427	-3.343	-4.092	-4.186	-0.47801945
	9.50	1.38332307	1.2582	2.7063	3.6184	1.2510	-1.996	1.677	0.170	-1.198	-1.925	-2.572	-3.514	-4.285	-4.382	-0.47799059
	9.50	1.38336885	1.2572	2.7707	3.6130	1.1648	-2.157	1.679	0.102	-1.303	-2.051	-2.715	-3.683	-4.479	-4.580	-0.47796923
	9.50	1.38339543	1.2565	2.8211	3.6088	1.0972	-2.283	1.677	0.050	-1.385	-2.149	-2.826	-3.815	-4.631	-4.736	-0.47795683
	9.50	1.38341784	1.2558	2.8739	3.6043	1.0264	-2.415	1.672	-0.005	-1.470	-2.251	-2.943	-3.952	-4.790	-4.899	-0.47794638
	9.50	1.38343632	1.2551	2.9240	3.6001	0.9592	-2.540	1.649	-0.063	-1.551	-2.348	-3.062	-4.088	-4.939	-5.052	-0.47793776
	9.50	1.38345635	1.2541	2.9827	3.5952	0.8804	-2.687	1.598	-0.139	-1.646	-2.462	-3.213	-4.252	-5.109	-5.230	-0.47792842
	9.50	1.38347316	1.2530	3.0339	3.5904	0.8096	-2.815	1.558	-0.202	-1.724	-2.558	-3.345	-4.395	-5.261	-5.389	-0.47792058
	9.50	1.38349080	1.2516	3.0924	3.5848	0.7283	-2.961	1.509	-0.276	-1.813	-2.667	-3.495	-4.556	-5.435	-5.571	-0.47791236
	9.50	1.38350904	1.2498	3.1628	3.5782	0.6308	-3.137	1.444	-0.368	-1.920	-2.796	-3.675	-4.748	-5.645	-5.790	-0.47790385
	9.50	1.38352394	1.2479	3.2200	3.5732	0.5531	-3.280	1.386	-0.441	-2.002	-2.897	-3.817	-4.901	-5.806	-5.963	-0.47789690
	9.50	1.38352585	1.2476	3.2410	3.5711	0.5236	-3.333	1.383	-0.443	-2.006	-2.914	-3.863	-4.955	-5.847	-6.023	-0.47789601
	9.50	1.38352847	1.2471	3.2646	3.5686	0.4895	-3.392	1.386	-0.439	-2.005	-2.929	-3.913	-5.017	-5.893	-6.091	-0.47789479
	9.50	1.38352942	1.2470	3.2706	3.5679	0.4810	-3.406	1.386	-0.439	-2.005	-2.933	-3.926	-5.033	-5.904	-6.109	-0.47789434
	9.50	1.38353252	1.2464	3.2826	3.5667	0.4640	-3.437	1.384	-0.440	-2.007	-2.943	-3.952	-5.064	-5.928	-6.143	-0.47789290
	9.50	1.38353562	1.2459	3.2952	3.5655	0.4464	-3.468	1.381	-0.442	-2.010	-2.954	-3.980	-5.096	-5.953	-6.179	-0.47789145
	9.50	1.38353860	1.2453	3.3076	3.5643	0.4290	-3.499	1.379	-0.443	-2.013	-2.964	-4.007	-5.129	-5.977	-6.214	-0.47789006
	9.50	1.38354242	1.2445	3.3232	3.5628	0.4070	-3.538	1.376	-0.446	-2.017	-2.978	-4.041	-5.169	-6.008	-6.259	-0.47788829
	9.50	1.38354623	1.2436	3.3385	3.5613	0.3854	-3.576	1.372	-0.448	-2.020	-2.991	-4.074	-5.209	-6.039	-6.303	-0.47788651
	9.50	1.38354981	1.2428	3.3534	3.5599	0.3644	-3.614	1.369	-0.450	-2.024	-3.003	-4.106	-5.248	-6.068	-6.345	-0.47788484
	9.50	1.38355339	1.2419	3.3683	3.5584	0.3434	-3.651	1.366	-0.451	-2.027	-3.016	-4.139	-5.286	-6.098	-6.388	-0.47788317
	9.50	1.38355696	1.2409	3.3832	3.5570	0.3223	-3.688	1.363	-0.453	-2.030	-3.028	-4.171	-5.325	-6.127	-6.431	-0.47788150
	9.50	1.38356066	1.2399	3.3981	3.5555	0.3013	-3.725	1.359	-0.455	-2.034	-3.041	-4.204	-5.364	-6.157	-6.473	-0.47787978
	9.50	1.38356423	1.2388	3.4130	3.5541	0.2802	-3.763	1.356	-0.457	-2.037	-3.054	-4.236	-5.403	-6.186	-6.516	-0.47787811
	9.50	1.38356781	1.2377	3.4280	3.5526	0.2590	-3.800	1.352	-0.459	-2.041	-3.066	-4.269	-5.441	-6.216	-6.559	-0.47787645
	9.50	1.38357151	1.2365	3.4429	3.5511	0.2378	-3.837	1.348	-0.461	-2.044	-3.079	-4.301	-5.480	-6.245	-6.601	-0.47787472
	9.50	1.38357437	1.2355	3.4548	3.5500	0.2210	-3.867	1.346	-0.463	-2.047	-3.089	-4.327	-5.511	-6.269	-6.635	-0.47787339
	9.50	1.38357723	1.2344	3.4667	3.5488	0.2040	-3.897	1.343	-0.464	-2.049	-3.099	-4.353	-5.542	-6.293	-6.669	-0.47787205
	9.50	1.38358009	1.2333	3.4787	3.5477	0.1870	-3.927	1.339	-0.466	-2.052	-3.109	-4.379	-5.573	-6.316	-6.703	-0.47787072
	9.50	1.38358378	1.2319	3.4936	3.5462	0.1658	-3.964	1.336	-0.468	-2.055	-3.121	-4.411	-5.612	-6.346	-6.746	-0.47786900
	9.50	1.38358736	1.2303	3.5085	3.5447	0.1445	-4.001	1.332	-0.469	-2.059	-3.134	-4.444	-5.651	-6.375	-6.789	-0.47786733
	9.50	1.38359094	1.2287	3.5234	3.5433	0.1232	-4.039	1.332	-0.460	-2.050	-3.136	-4.467	-5.691	-6.405	-6.834	-0.47786566
	9.50	1.38359451	1.2270	3.5383	3.5418	0.1019	-4.076	1.338	-0.439	-2.030	-3.128	-4.481	-5.734	-6.434	-6.883	-0.47786400
	9.50	1.38359821	1.2252	3.5533	3.5404	0.0804	-4.113	1.343	-0.417	-2.009	-3.120	-4.494	-5.777	-6.464	-6.933	-0.47786227
	9.50	1.38360107	1.2236	3.5656	3.5392	0.0627	-4.144	1.348	-0.399	-1.992	-3.113	-4.506	-5.812	-6.488	-6.973	-0.47786094
	9.50	1.38360465	1.2215	3.5807	3.5377	0.0409	-4.182	1.354	-0.377	-1.971	-3.104	-4.519	-5.855	-6.518	-7.023	-0.47785927
	9.50	1.38361335	1.2159	3.6140	3.5344	-0.0074	-4.265	1.367	-0.329	-1.924	-3.085	-4.549	-5.951	-6.584	-7.133	-0.47785521
