log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	Mbol 	Mu 	Mb 	Mv 	Mr 	Mi 	Mj 	Mh 	Mk 	Flum
	9.50	1.38362205	1.2095	3.6471	3.5312	-0.0558	-4.348	1.379	-0.280	-1.878	-3.067	-4.579	-6.046	-6.650	-7.242	-0.47785116
	9.50	1.38363087	1.2024	3.6708	3.5288	-0.0915	-4.407	1.390	-0.244	-1.843	-3.052	-4.600	-6.114	-6.696	-7.320	-0.47784704
	9.50	1.38363945	1.1949	3.6855	3.5273	-0.1149	-4.444	1.396	-0.221	-1.821	-3.042	-4.613	-6.156	-6.725	-7.369	-0.47784304
	9.50	1.38364792	1.1870	3.7004	3.5258	-0.1386	-4.481	1.403	-0.198	-1.800	-3.033	-4.626	-6.199	-6.754	-7.419	-0.47783910
	9.50	1.38365650	1.1785	3.7152	3.5243	-0.1626	-4.518	1.410	-0.175	-1.777	-3.023	-4.638	-6.242	-6.784	-7.468	-0.47783509
	9.50	1.38366497	1.1696	3.7302	3.5228	-0.1868	-4.555	1.417	-0.152	-1.755	-3.014	-4.651	-6.285	-6.813	-7.517	-0.47783115
	9.50	1.38367331	1.1601	3.7451	3.5213	-0.2113	-4.593	1.424	-0.128	-1.732	-3.004	-4.664	-6.328	-6.842	-7.567	-0.47782726
	9.50	1.38368165	1.1500	3.7600	3.5198	-0.2360	-4.630	1.431	-0.105	-1.710	-2.994	-4.677	-6.371	-6.871	-7.616	-0.47782337
	9.50	1.38368988	1.1394	3.7749	3.5183	-0.2610	-4.667	1.438	-0.081	-1.687	-2.984	-4.689	-6.414	-6.901	-7.666	-0.47781953
	9.50	1.38369823	1.1279	3.7900	3.5168	-0.2868	-4.705	1.445	-0.057	-1.664	-2.974	-4.702	-6.457	-6.930	-7.716	-0.47781564
	9.50	1.38370621	1.1158	3.8049	3.5152	-0.3125	-4.742	1.453	-0.032	-1.640	-2.963	-4.715	-6.500	-6.959	-7.766	-0.47781192
	9.50	1.38371432	1.1030	3.8199	3.5137	-0.3386	-4.780	1.461	-0.008	-1.617	-2.952	-4.727	-6.543	-6.989	-7.816	-0.47780814
	9.50	1.38372242	1.0890	3.8351	3.5121	-0.3656	-4.818	1.469	0.017	-1.592	-2.941	-4.740	-6.587	-7.018	-7.867	-0.47780436
	9.50	1.38373041	1.0704	3.8502	3.5105	-0.3946	-4.856	1.465	0.018	-1.592	-2.945	-4.765	-6.630	-7.062	-7.911	-0.47780064
	9.50	1.38373709	1.0389	3.8630	3.5091	-0.4262	-4.888	1.464	0.020	-1.591	-2.947	-4.787	-6.666	-7.100	-7.949	-0.47779753
	9.50	1.38374341	0.9379	3.8752	3.5071	-0.4906	-4.918	1.474	0.033	-1.577	-2.938	-4.804	-6.702	-7.139	-7.987	-0.47779458
	9.50	1.38374484	0.8302	3.8778	3.5060	-0.5507	-4.924	1.492	0.053	-1.558	-2.921	-4.802	-6.712	-7.151	-7.998	-0.47779391
	9.50	1.38374484	0.8016	3.8779	3.5057	-0.5672	-4.925	1.497	0.059	-1.552	-2.916	-4.801	-6.713	-7.152	-8.000	-0.47779391
	9.50	1.38374484	0.6168	3.8789	3.5037	-0.6901	-4.927	1.538	0.103	-1.508	-2.877	-4.789	-6.722	-7.164	-8.010	-0.47779391
