log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	Mbol 	Mu 	Mb 	Mv 	Mr 	Mi 	Mj 	Mh 	Mk 	Flum
	8.50	3.07086372	3.0648	2.3190	4.0034	3.5649	-1.027	-0.928	-0.802	-0.741	-0.721	-0.708	-0.665	-0.653	-0.642	-0.16287878
	8.50	3.07707953	3.0709	2.3359	4.0105	3.5773	-1.070	-0.965	-0.817	-0.750	-0.729	-0.710	-0.659	-0.644	-0.630	-0.16243475
	8.50	3.08126426	3.0750	2.3636	4.0289	3.6237	-1.139	-1.011	-0.807	-0.727	-0.701	-0.672	-0.600	-0.579	-0.557	-0.16213701
	8.50	3.08243489	3.0762	2.3898	4.0446	3.6605	-1.205	-1.049	-0.798	-0.709	-0.679	-0.644	-0.554	-0.529	-0.502	-0.16205389
	8.50	3.08306575	3.0768	2.4231	4.0610	3.6931	-1.288	-1.102	-0.804	-0.708	-0.674	-0.634	-0.528	-0.494	-0.468	-0.16200912
	8.50	3.08317709	3.0769	2.4104	4.0588	3.6969	-1.256	-1.074	-0.782	-0.687	-0.654	-0.615	-0.511	-0.478	-0.452	-0.16200122
	8.50	3.08332753	3.0771	2.3735	4.0466	3.6850	-1.164	-1.003	-0.748	-0.658	-0.627	-0.592	-0.500	-0.474	-0.447	-0.16199055
	8.50	3.08353686	3.0773	2.3660	4.0293	3.6233	-1.145	-1.017	-0.811	-0.730	-0.705	-0.675	-0.602	-0.581	-0.560	-0.16197571
	8.50	3.08383060	3.0776	2.3894	4.0111	3.5274	-1.203	-1.105	-0.950	-0.880	-0.860	-0.840	-0.789	-0.774	-0.759	-0.16195488
	8.50	3.08423424	3.0780	2.4061	3.9913	3.4314	-1.245	-1.161	-1.067	-1.014	-1.002	-0.992	-0.959	-0.957	-0.947	-0.16192627
	8.50	3.08461952	3.0783	2.4115	3.9747	3.3596	-1.259	-1.171	-1.131	-1.098	-1.090	-1.090	-1.086	-1.086	-1.079	-0.16189896
	8.50	3.08491302	3.0786	2.4129	3.9627	3.3103	-1.262	-1.174	-1.168	-1.146	-1.148	-1.151	-1.164	-1.167	-1.169	-0.16187817
	8.50	3.08539891	3.0791	2.4109	3.9432	3.2344	-1.257	-1.156	-1.202	-1.213	-1.227	-1.255	-1.293	-1.308	-1.313	-0.16184376
	8.50	3.08593798	3.0796	2.4045	3.9205	3.1499	-1.241	-1.109	-1.209	-1.258	-1.296	-1.348	-1.420	-1.457	-1.462	-0.16180559
	8.50	3.08631635	3.0800	2.3977	3.9031	3.0871	-1.224	-1.058	-1.184	-1.271	-1.332	-1.414	-1.514	-1.566	-1.584	-0.16177881
	8.50	3.08670521	3.0804	2.3881	3.8833	3.0178	-1.200	-0.974	-1.108	-1.260	-1.362	-1.465	-1.603	-1.691	-1.705	-0.16175130
	8.50	3.08709741	3.0808	2.3749	3.8607	2.9404	-1.167	-0.890	-1.005	-1.230	-1.377	-1.525	-1.703	-1.831	-1.851	-0.16172356
	8.50	3.08749318	3.0811	2.3568	3.8339	2.8515	-1.122	-0.772	-0.834	-1.157	-1.372	-1.574	-1.810	-1.980	-2.005	-0.16169557
	8.50	3.08768559	3.0813	2.3459	3.8190	2.8028	-1.095	-0.685	-0.721	-1.109	-1.361	-1.603	-1.863	-2.060	-2.094	-0.16168197
	8.50	3.08788157	3.0815	2.3327	3.8031	2.7525	-1.062	-0.569	-0.605	-1.055	-1.340	-1.615	-1.914	-2.137	-2.177	-0.16166812
	8.50	3.08826280	3.0819	2.2997	3.7747	2.6721	-0.979	-0.288	-0.371	-0.930	-1.276	-1.596	-1.965	-2.253	-2.294	-0.16164117
	8.50	3.08863664	3.0822	2.2526	3.7542	2.6372	-0.861	0.024	-0.120	-0.775	-1.157	-1.515	-1.943	-2.280	-2.330	-0.16161476
	8.50	3.08899975	3.0826	2.1913	3.7380	2.6337	-0.708	0.361	0.144	-0.582	-0.996	-1.380	-1.856	-2.234	-2.285	-0.16158912
	8.50	3.08935547	3.0829	2.1434	3.7244	2.6271	-0.588	0.671	0.366	-0.422	-0.863	-1.274	-1.791	-2.202	-2.260	-0.16156400
	8.50	3.08952975	3.0831	2.1375	3.7180	2.6076	-0.574	0.779	0.431	-0.386	-0.841	-1.264	-1.801	-2.229	-2.289	-0.16155169
	8.50	3.09004307	3.0836	2.2102	3.7035	2.4769	-0.755	0.836	0.376	-0.513	-1.002	-1.446	-2.039	-2.506	-2.566	-0.16151547
	8.50	3.09040022	3.0840	2.2722	3.6968	2.3882	-0.911	0.801	0.282	-0.643	-1.148	-1.602	-2.221	-2.708	-2.768	-0.16149027
	8.50	3.09096813	3.0845	2.3453	3.6904	2.2897	-1.093	0.745	0.161	-0.797	-1.316	-1.783	-2.427	-2.936	-2.998	-0.16145021
	8.50	3.09156680	3.0851	2.4119	3.6849	2.2009	-1.260	0.691	0.048	-0.938	-1.470	-1.949	-2.613	-3.141	-3.204	-0.16140801
	8.50	3.09223747	3.0857	2.4861	3.6796	2.1055	-1.445	0.615	-0.084	-1.098	-1.642	-2.134	-2.817	-3.361	-3.428	-0.16136075
	8.50	3.09283853	3.0862	2.5526	3.6749	2.0204	-1.611	0.550	-0.199	-1.238	-1.794	-2.298	-2.997	-3.555	-3.625	-0.16131842
	8.50	3.09339762	3.0867	2.6129	3.6702	1.9416	-1.762	0.511	-0.295	-1.360	-1.927	-2.442	-3.160	-3.734	-3.804	-0.16127906
	8.50	3.09392858	3.0871	2.6718	3.6658	1.8648	-1.910	0.473	-0.390	-1.480	-2.059	-2.585	-3.320	-3.910	-3.978	-0.16124169
	8.50	3.09444880	3.0875	2.7307	3.6609	1.7864	-2.057	0.445	-0.479	-1.599	-2.189	-2.727	-3.481	-4.088	-4.156	-0.16120510
	8.50	3.09494448	3.0879	2.7850	3.6553	1.7097	-2.192	0.444	-0.549	-1.702	-2.306	-2.857	-3.633	-4.258	-4.328	-0.16117025
	8.50	3.09540200	3.0882	2.8208	3.6526	1.6632	-2.282	0.422	-0.607	-1.775	-2.387	-2.945	-3.730	-4.365	-4.435	-0.16113809
	8.50	3.09724283	3.0894	2.7667	3.6568	1.7345	-2.147	0.451	-0.522	-1.665	-2.266	-2.813	-3.582	-4.203	-4.272	-0.16100881
	8.50	3.09942412	3.0910	2.7128	3.6629	1.8130	-2.012	0.441	-0.458	-1.566	-2.151	-2.684	-3.431	-4.030	-4.098	-0.16085585
	8.50	3.10130525	3.0925	2.6529	3.6679	1.8932	-1.862	0.469	-0.368	-1.446	-2.019	-2.540	-3.267	-3.849	-3.917	-0.16072415
	8.50	3.10293841	3.0939	2.5904	3.6731	1.9766	-1.706	0.500	-0.273	-1.322	-1.882	-2.390	-3.096	-3.660	-3.730	-0.16060996
	8.50	3.10442519	3.0951	2.5298	3.6774	2.0546	-1.555	0.551	-0.171	-1.197	-1.746	-2.244	-2.933	-3.483	-3.552	-0.16050613
	8.50	3.10604882	3.0966	2.4648	3.6822	2.1389	-1.392	0.615	-0.056	-1.057	-1.595	-2.081	-2.755	-3.290	-3.356	-0.16039287
	8.50	3.10789227	3.0983	2.3994	3.6870	2.2238	-1.229	0.680	0.059	-0.917	-1.444	-1.919	-2.575	-3.095	-3.158	-0.16026445
	8.50	3.11010003	3.1003	2.3367	3.6918	2.3061	-1.072	0.739	0.169	-0.782	-1.298	-1.762	-2.400	-2.905	-2.966	-0.16011088
	8.50	3.11349773	3.1035	2.2729	3.6977	2.3937	-0.912	0.782	0.272	-0.648	-1.151	-1.604	-2.219	-2.704	-2.764	-0.15987505
	8.50	3.11996627	3.1097	2.2205	3.7062	2.4811	-0.781	0.767	0.327	-0.549	-1.032	-1.472	-2.054	-2.513	-2.573	-0.15942773
	8.50	3.12312388	3.1127	2.2171	3.7099	2.4996	-0.773	0.716	0.304	-0.554	-1.028	-1.463	-2.031	-2.480	-2.540	-0.15921017
	8.50	3.16783285	3.1554	2.3247	3.7220	2.4466	-1.042	0.264	-0.067	-0.869	-1.315	-1.731	-2.255	-2.668	-2.727	-0.15618423
	8.50	3.21325541	3.1981	2.4148	3.7254	2.3755	-1.267	-0.003	-0.318	-1.106	-1.545	-1.954	-2.468	-2.872	-2.930	-0.15321107
	8.50	3.22657204	3.2105	2.4402	3.7262	2.3551	-1.331	-0.077	-0.388	-1.172	-1.610	-2.017	-2.529	-2.929	-2.987	-0.15235804
	8.50	3.29141951	3.2698	2.4865	3.7072	2.2410	-1.446	0.108	-0.344	-1.223	-1.703	-2.141	-2.720	-3.174	-3.234	-0.14831971
	8.50	3.30396152	3.2811	2.5079	3.6912	2.1569	-1.500	0.339	-0.250	-1.209	-1.727	-2.193	-2.833	-3.339	-3.401	-0.14756012
	8.50	3.30485630	3.2819	2.5601	3.6844	2.0775	-1.630	0.344	-0.313	-1.307	-1.840	-2.322	-2.986	-3.514	-3.579	-0.14750619
	8.50	3.30497456	3.2820	2.5805	3.6822	2.0483	-1.681	0.337	-0.342	-1.347	-1.885	-2.373	-3.044	-3.579	-3.646	-0.14749907
	8.50	3.30511165	3.2821	2.6343	3.6775	1.9760	-1.816	0.299	-0.429	-1.458	-2.007	-2.506	-3.195	-3.742	-3.812	-0.14749081
	8.50	3.30522299	3.2822	2.6870	3.6737	1.9079	-1.948	0.260	-0.516	-1.567	-2.125	-2.634	-3.338	-3.898	-3.967	-0.14748410
	8.50	3.30868340	3.2848	2.8006	3.6631	1.7521	-2.232	0.231	-0.676	-1.787	-2.372	-2.906	-3.651	-4.249	-4.317	-0.14727590
	8.50	3.30991125	3.2856	2.8785	3.6565	1.6481	-2.426	0.197	-0.793	-1.944	-2.545	-3.095	-3.865	-4.484	-4.553	-0.14720215
	8.50	3.31070304	3.2860	2.9359	3.6512	1.5694	-2.570	0.189	-0.871	-2.054	-2.669	-3.233	-4.022	-4.661	-4.732	-0.14715463
	8.50	3.31151438	3.2863	3.0029	3.6457	1.4806	-2.737	0.174	-0.965	-2.179	-2.812	-3.390	-4.203	-4.861	-4.937	-0.14710596
	8.50	3.31217623	3.2865	3.0678	3.6402	1.3938	-2.899	0.173	-1.050	-2.297	-2.949	-3.539	-4.378	-5.056	-5.136	-0.14706628
	8.50	3.31274271	3.2865	3.1332	3.6351	1.3081	-3.063	0.163	-1.141	-2.420	-3.088	-3.690	-4.554	-5.250	-5.334	-0.14703233
	8.50	3.31321168	3.2864	3.1955	3.6304	1.2268	-3.219	0.154	-1.227	-2.538	-3.221	-3.835	-4.720	-5.434	-5.522	-0.14700423
	8.50	3.31363392	3.2861	3.2599	3.6251	1.1411	-3.380	0.160	-1.302	-2.650	-3.351	-3.980	-4.891	-5.628	-5.720	-0.14697894
	8.50	3.31399727	3.2858	3.3242	3.6199	1.0562	-3.541	0.156	-1.374	-2.757	-3.478	-4.123	-5.059	-5.820	-5.916	-0.14695719
	8.50	3.31435275	3.2852	3.3983	3.6140	0.9584	-3.726	0.144	-1.456	-2.880	-3.625	-4.288	-5.254	-6.041	-6.142	-0.14693591
	8.50	3.31463146	3.2845	3.4645	3.6088	0.8710	-3.891	0.126	-1.533	-2.991	-3.758	-4.437	-5.430	-6.238	-6.344	-0.14691923
	8.50	3.31489968	3.2836	3.5369	3.6030	0.7753	-4.072	0.096	-1.619	-3.112	-3.903	-4.600	-5.625	-6.452	-6.566	-0.14690318
	8.50	3.31513453	3.2824	3.6089	3.5972	0.6802	-4.252	0.030	-1.718	-3.232	-4.045	-4.781	-5.822	-6.661	-6.783	-0.14688913
	8.50	3.31538987	3.2807	3.6931	3.5900	0.5667	-4.463	-0.054	-1.834	-3.368	-4.206	-4.996	-6.052	-6.908	-7.040	-0.14687386
	8.50	3.31565809	3.2778	3.7905	3.5813	0.4341	-4.706	-0.159	-1.971	-3.521	-4.388	-5.244	-6.314	-7.197	-7.340	-0.14685782
	8.50	3.31577539	3.2760	3.8394	3.5767	0.3668	-4.829	-0.212	-2.040	-3.596	-4.478	-5.368	-6.444	-7.344	-7.491	-0.14685081
	8.50	3.31588507	3.2743	3.8550	3.5755	0.3460	-4.867	-0.232	-2.064	-3.622	-4.508	-5.407	-6.485	-7.389	-7.538	-0.14684425
	8.50	3.31597447	3.2728	3.8594	3.5751	0.3401	-4.878	-0.238	-2.071	-3.630	-4.516	-5.418	-6.496	-7.402	-7.551	-0.14683891
	8.50	3.31607652	3.2709	3.9160	3.5696	0.2612	-5.020	-0.260	-2.093	-3.658	-4.576	-5.545	-6.644	-7.527	-7.716	-0.14683281
	8.50	3.31617332	3.2686	3.9871	3.5624	0.1610	-5.198	-0.269	-2.096	-3.668	-4.631	-5.699	-6.829	-7.666	-7.920	-0.14682702
	8.50	3.31619120	3.2681	4.0139	3.5594	0.1222	-5.265	-0.267	-2.091	-3.665	-4.647	-5.756	-6.899	-7.717	-7.998	-0.14682595
	8.50	3.31621552	3.2673	4.0244	3.5584	0.1076	-5.291	-0.270	-2.092	-3.668	-4.656	-5.779	-6.926	-7.738	-8.028	-0.14682450
	8.50	3.31623507	3.2666	4.0328	3.5576	0.0958	-5.312	-0.272	-2.093	-3.670	-4.663	-5.797	-6.948	-7.755	-8.052	-0.14682333
	8.50	3.31625915	3.2658	4.0431	3.5566	0.0813	-5.338	-0.275	-2.095	-3.672	-4.672	-5.820	-6.975	-7.775	-8.082	-0.14682189
	8.50	3.31628299	3.2649	4.0535	3.5556	0.0668	-5.364	-0.278	-2.096	-3.675	-4.681	-5.842	-7.002	-7.796	-8.111	-0.14682046
	8.50	3.31630683	3.2640	4.0638	3.5546	0.0523	-5.390	-0.281	-2.098	-3.677	-4.690	-5.865	-7.029	-7.816	-8.141	-0.14681904
	8.50	3.31633091	3.2631	4.0742	3.5536	0.0378	-5.416	-0.283	-2.099	-3.679	-4.699	-5.888	-7.056	-7.837	-8.170	-0.14681760
	8.50	3.31635475	3.2621	4.0845	3.5526	0.0233	-5.441	-0.286	-2.100	-3.682	-4.707	-5.910	-7.083	-7.857	-8.200	-0.14681618
	8.50	3.31637383	3.2613	4.0928	3.5518	0.0117	-5.462	-0.289	-2.101	-3.684	-4.714	-5.928	-7.104	-7.874	-8.224	-0.14681504
	8.50	3.31639791	3.2602	4.1033	3.5508	-0.0030	-5.488	-0.292	-2.103	-3.686	-4.723	-5.951	-7.131	-7.894	-8.253	-0.14681360
	8.50	3.31642175	3.2591	4.1138	3.5497	-0.0177	-5.514	-0.295	-2.104	-3.689	-4.732	-5.974	-7.159	-7.915	-8.283	-0.14681217
	8.50	3.31644583	3.2579	4.1243	3.5487	-0.0324	-5.541	-0.298	-2.106	-3.691	-4.741	-5.996	-7.186	-7.936	-8.313	-0.14681073
	8.50	3.31646967	3.2567	4.1348	3.5477	-0.0471	-5.567	-0.301	-2.107	-3.693	-4.750	-6.019	-7.213	-7.957	-8.343	-0.14680931
	8.50	3.31649351	3.2554	4.1453	3.5467	-0.0619	-5.593	-0.304	-2.109	-3.696	-4.759	-6.042	-7.240	-7.977	-8.373	-0.14680788
	8.50	3.31651759	3.2541	4.1538	3.5459	-0.0739	-5.614	-0.306	-2.110	-3.698	-4.766	-6.061	-7.263	-7.994	-8.398	-0.14680644
	8.50	3.31654143	3.2527	4.1595	3.5453	-0.0820	-5.629	-0.308	-2.110	-3.699	-4.771	-6.073	-7.277	-8.006	-8.414	-0.14680502
	8.50	3.31656528	3.2514	4.1651	3.5447	-0.0902	-5.643	-0.309	-2.111	-3.700	-4.775	-6.085	-7.292	-8.017	-8.430	-0.14680359
	8.50	3.31658888	3.2500	4.1708	3.5442	-0.0982	-5.657	-0.311	-2.111	-3.701	-4.780	-6.098	-7.307	-8.028	-8.446	-0.14680218
	8.50	3.31666803	3.2452	4.1784	3.5434	-0.1096	-5.676	-0.308	-2.102	-3.692	-4.777	-6.106	-7.328	-8.043	-8.471	-0.14679745
	8.50	3.31678343	3.2381	4.1883	3.5424	-0.1243	-5.701	-0.305	-2.087	-3.678	-4.772	-6.115	-7.357	-8.062	-8.503	-0.14679056
	8.50	3.31689787	3.2306	4.1980	3.5415	-0.1388	-5.725	-0.301	-2.073	-3.665	-4.766	-6.124	-7.384	-8.082	-8.536	-0.14678372
	8.50	3.31701112	3.2230	4.2077	3.5405	-0.1533	-5.749	-0.297	-2.059	-3.651	-4.760	-6.133	-7.412	-8.101	-8.567	-0.14677696
	8.50	3.31712317	3.2151	4.2172	3.5396	-0.1677	-5.773	-0.293	-2.045	-3.637	-4.755	-6.141	-7.440	-8.120	-8.599	-0.14677026
	8.50	3.31723452	3.2070	4.2267	3.5386	-0.1821	-5.797	-0.289	-2.031	-3.624	-4.749	-6.150	-7.467	-8.138	-8.630	-0.14676361
	8.50	3.31734490	3.1985	4.2361	3.5377	-0.1963	-5.820	-0.285	-2.017	-3.611	-4.744	-6.158	-7.494	-8.157	-8.661	-0.14675702
	8.50	3.31743240	3.1916	4.2437	3.5370	-0.2079	-5.839	-0.282	-2.005	-3.600	-4.739	-6.165	-7.516	-8.172	-8.687	-0.14675179
	8.50	3.31751919	3.1845	4.2513	3.5362	-0.2194	-5.858	-0.279	-1.994	-3.589	-4.735	-6.172	-7.538	-8.187	-8.712	-0.14674661
	8.50	3.31760573	3.1773	4.2588	3.5355	-0.2309	-5.877	-0.276	-1.983	-3.578	-4.730	-6.178	-7.559	-8.202	-8.736	-0.14674144
	8.50	3.31769156	3.1698	4.2662	3.5347	-0.2423	-5.896	-0.273	-1.972	-3.567	-4.726	-6.185	-7.580	-8.216	-8.761	-0.14673632
	8.50	3.31777716	3.1622	4.2736	3.5340	-0.2537	-5.914	-0.270	-1.961	-3.557	-4.721	-6.191	-7.602	-8.231	-8.785	-0.14673121
	8.50	3.31786203	3.1542	4.2809	3.5333	-0.2649	-5.932	-0.267	-1.950	-3.546	-4.717	-6.198	-7.622	-8.245	-8.809	-0.14672614
	8.50	3.31794667	3.1462	4.2881	3.5326	-0.2761	-5.950	-0.264	-1.939	-3.536	-4.713	-6.204	-7.643	-8.259	-8.833	-0.14672109
	8.50	3.31803107	3.1378	4.2952	3.5318	-0.2872	-5.968	-0.261	-1.928	-3.526	-4.708	-6.211	-7.664	-8.274	-8.857	-0.14671605
	8.50	3.31811500	3.1293	4.3023	3.5311	-0.2983	-5.986	-0.258	-1.917	-3.515	-4.704	-6.217	-7.684	-8.287	-8.880	-0.14671104
	8.50	3.31819868	3.1205	4.3093	3.5304	-0.3093	-6.003	-0.255	-1.907	-3.505	-4.700	-6.223	-7.704	-8.301	-8.903	-0.14670605
	8.50	3.31828189	3.1115	4.3162	3.5298	-0.3202	-6.020	-0.252	-1.896	-3.495	-4.695	-6.229	-7.724	-8.315	-8.926	-0.14670108
	8.50	3.31836510	3.1022	4.3230	3.5291	-0.3310	-6.037	-0.249	-1.886	-3.485	-4.691	-6.235	-7.743	-8.328	-8.949	-0.14669611
	8.50	3.31844783	3.0927	4.3297	3.5284	-0.3418	-6.054	-0.246	-1.875	-3.475	-4.687	-6.241	-7.763	-8.341	-8.971	-0.14669118
	8.50	3.31855130	3.0803	4.3380	3.5276	-0.3551	-6.075	-0.242	-1.863	-3.463	-4.682	-6.248	-7.787	-8.358	-8.998	-0.14668500
	8.50	3.31865430	3.0676	4.3461	3.5268	-0.3683	-6.095	-0.239	-1.850	-3.451	-4.676	-6.255	-7.810	-8.374	-9.026	-0.14667886
	8.50	3.31875753	3.0543	4.3541	3.5259	-0.3814	-6.115	-0.235	-1.838	-3.439	-4.671	-6.262	-7.833	-8.389	-9.052	-0.14667270
	8.50	3.31886053	3.0406	4.3620	3.5252	-0.3944	-6.135	-0.231	-1.825	-3.427	-4.666	-6.269	-7.856	-8.405	-9.078	-0.14666655
	8.50	3.31896377	3.0247	4.3696	3.5244	-0.4073	-6.154	-0.228	-1.813	-3.415	-4.661	-6.275	-7.877	-8.420	-9.103	-0.14666039
	8.50	3.31906700	3.0082	4.3770	3.5236	-0.4202	-6.173	-0.224	-1.801	-3.404	-4.656	-6.281	-7.899	-8.434	-9.128	-0.14665423
	8.50	3.31917048	2.9817	4.3846	3.5228	-0.4348	-6.191	-0.219	-1.788	-3.391	-4.650	-6.287	-7.921	-8.449	-9.154	-0.14664806
	8.50	3.31927204	2.9475	4.3919	3.5220	-0.4503	-6.210	-0.214	-1.774	-3.378	-4.643	-6.293	-7.942	-8.463	-9.178	-0.14664200
	8.50	3.31937671	2.8646	4.3981	3.5212	-0.4722	-6.225	-0.206	-1.757	-3.361	-4.633	-6.295	-7.961	-8.474	-9.200	-0.14663576
	8.50	3.31943321	2.7585	4.3999	3.5208	-0.4921	-6.230	-0.197	-1.743	-3.348	-4.624	-6.292	-7.967	-8.476	-9.208	-0.14663239
	8.50	3.31946397	2.5949	4.3976	3.5205	-0.5174	-6.224	-0.185	-1.728	-3.333	-4.611	-6.283	-7.962	-8.469	-9.205	-0.14663056
	8.50	3.31948066	2.2263	4.3866	3.5205	-0.5732	-6.197	-0.155	-1.698	-3.303	-4.581	-6.254	-7.935	-8.442	-9.178	-0.14662956
