log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	Mbol 	Mu 	Mb 	Mv 	Mr 	Mi 	Mj 	Mh 	Mk 	Flum
	8.50	3.31948996	1.9836	4.3782	3.5204	-0.6150	-6.175	-0.133	-1.675	-3.280	-4.559	-6.233	-7.914	-8.420	-9.157	-0.14662901
	8.50	3.31949472	1.8414	4.3729	3.5204	-0.6421	-6.162	-0.119	-1.661	-3.266	-4.545	-6.219	-7.901	-8.407	-9.144	-0.14662872
	8.50	3.31949711	1.7515	4.3694	3.5204	-0.6606	-6.154	-0.109	-1.651	-3.255	-4.535	-6.209	-7.892	-8.398	-9.136	-0.14662858
	8.50	3.31949902	1.6791	4.3666	3.5203	-0.6762	-6.147	-0.101	-1.642	-3.247	-4.527	-6.202	-7.885	-8.391	-9.129	-0.14662847
	8.50	3.31950045	1.6102	4.3638	3.5203	-0.6918	-6.140	-0.093	-1.633	-3.238	-4.518	-6.194	-7.879	-8.384	-9.122	-0.14662838
	8.50	3.31950235	1.5376	4.3608	3.5202	-0.7090	-6.132	-0.084	-1.624	-3.229	-4.509	-6.186	-7.871	-8.376	-9.115	-0.14662827
	8.50	3.31950402	1.4684	4.3577	3.5202	-0.7261	-6.124	-0.075	-1.615	-3.220	-4.500	-6.178	-7.864	-8.368	-9.108	-0.14662817
	8.50	3.31950569	1.3955	4.3543	3.5201	-0.7450	-6.116	-0.065	-1.604	-3.209	-4.490	-6.168	-7.855	-8.359	-9.100	-0.14662807
	8.50	3.31950736	1.3259	4.3510	3.5201	-0.7641	-6.107	-0.055	-1.594	-3.199	-4.480	-6.159	-7.847	-8.350	-9.092	-0.14662797
	8.50	3.31950903	1.2527	4.3472	3.5200	-0.7852	-6.098	-0.044	-1.582	-3.187	-4.469	-6.149	-7.838	-8.341	-9.083	-0.14662787
	8.50	3.31951070	1.1826	4.3435	3.5200	-0.8067	-6.089	-0.033	-1.570	-3.175	-4.458	-6.138	-7.829	-8.331	-9.074	-0.14662777
	8.50	3.31951261	1.1088	4.3392	3.5199	-0.8307	-6.078	-0.020	-1.557	-3.162	-4.445	-6.127	-7.818	-8.320	-9.064	-0.14662766
	8.50	3.31951427	1.0379	4.3349	3.5198	-0.8554	-6.067	-0.007	-1.543	-3.148	-4.432	-6.115	-7.808	-8.309	-9.054	-0.14662756
	8.50	3.31951642	0.9385	4.3301	3.5198	-0.8947	-6.055	0.007	-1.528	-3.133	-4.418	-6.101	-7.796	-8.297	-9.042	-0.14662743
