log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	Mbol 	Mu 	Mb 	Mv 	Mr 	Mi 	Mj 	Mh 	Mk 	Flum
	9.00	2.18981838	2.0960	3.7691	3.5522	0.1450	-4.653	0.510	-1.302	-2.884	-3.912	-5.120	-6.295	-7.066	-7.413	-0.25710783
	9.00	2.18985367	2.0922	3.7800	3.5511	0.1291	-4.680	0.508	-1.303	-2.886	-3.921	-5.144	-6.323	-7.088	-7.444	-0.25710224
	9.00	2.18988848	2.0883	3.7908	3.5501	0.1132	-4.707	0.505	-1.304	-2.888	-3.930	-5.167	-6.351	-7.109	-7.475	-0.25709672
	9.00	2.18992329	2.0843	3.8016	3.5490	0.0973	-4.734	0.502	-1.305	-2.890	-3.939	-5.191	-6.379	-7.131	-7.506	-0.25709120
	9.00	2.18995762	2.0801	3.8125	3.5479	0.0813	-4.761	0.499	-1.307	-2.893	-3.948	-5.214	-6.407	-7.152	-7.537	-0.25708576
	9.00	2.18999195	2.0757	3.8233	3.5469	0.0653	-4.788	0.497	-1.308	-2.895	-3.957	-5.238	-6.435	-7.173	-7.568	-0.25708032
	9.00	2.19002604	2.0711	3.8341	3.5458	0.0492	-4.815	0.494	-1.309	-2.897	-3.966	-5.261	-6.464	-7.195	-7.599	-0.25707492
	9.00	2.19005966	2.0664	3.8450	3.5447	0.0332	-4.842	0.491	-1.310	-2.899	-3.975	-5.285	-6.492	-7.216	-7.630	-0.25706959
	9.00	2.19009328	2.0615	3.8558	3.5437	0.0170	-4.870	0.490	-1.306	-2.896	-3.979	-5.304	-6.521	-7.238	-7.662	-0.25706426
	9.00	2.19012642	2.0565	3.8666	3.5426	0.0009	-4.896	0.495	-1.290	-2.881	-3.973	-5.314	-6.552	-7.259	-7.698	-0.25705901
	9.00	2.19015956	2.0512	3.8774	3.5415	-0.0153	-4.924	0.499	-1.274	-2.866	-3.966	-5.323	-6.583	-7.280	-7.734	-0.25705376
	9.00	2.19019246	2.0457	3.8882	3.5405	-0.0315	-4.951	0.503	-1.258	-2.850	-3.960	-5.333	-6.614	-7.302	-7.769	-0.25704855
	9.00	2.19022489	2.0400	3.8990	3.5394	-0.0478	-4.978	0.508	-1.242	-2.835	-3.954	-5.343	-6.645	-7.323	-7.805	-0.25704341
	9.00	2.19025731	2.0341	3.9098	3.5383	-0.0641	-5.005	0.512	-1.226	-2.820	-3.947	-5.352	-6.676	-7.344	-7.841	-0.25703827
	9.00	2.19028950	2.0279	3.9206	3.5373	-0.0805	-5.031	0.516	-1.210	-2.804	-3.941	-5.362	-6.707	-7.366	-7.876	-0.25703317
	9.00	2.19032145	2.0216	3.9314	3.5362	-0.0970	-5.059	0.521	-1.194	-2.789	-3.935	-5.372	-6.738	-7.387	-7.912	-0.25702811
	9.00	2.19035292	2.0150	3.9422	3.5351	-0.1134	-5.085	0.525	-1.178	-2.773	-3.928	-5.381	-6.769	-7.408	-7.948	-0.25702313
	9.00	2.19038439	2.0081	3.9530	3.5341	-0.1300	-5.112	0.530	-1.162	-2.758	-3.922	-5.391	-6.800	-7.430	-7.983	-0.25701814
	9.00	2.19041538	2.0009	3.9637	3.5330	-0.1466	-5.139	0.534	-1.145	-2.742	-3.915	-5.400	-6.831	-7.451	-8.019	-0.25701323
	9.00	2.19044638	1.9935	3.9745	3.5319	-0.1632	-5.166	0.539	-1.129	-2.727	-3.909	-5.410	-6.862	-7.472	-8.054	-0.25700832
	9.00	2.19047689	1.9857	3.9853	3.5308	-0.1800	-5.193	0.543	-1.113	-2.711	-3.902	-5.419	-6.892	-7.493	-8.090	-0.25700349
	9.00	2.19050741	1.9777	3.9960	3.5298	-0.1967	-5.220	0.548	-1.097	-2.695	-3.895	-5.429	-6.923	-7.514	-8.126	-0.25699865
	9.00	2.19053745	1.9694	4.0068	3.5287	-0.2136	-5.247	0.552	-1.080	-2.680	-3.889	-5.438	-6.954	-7.536	-8.161	-0.25699390
	9.00	2.19056726	1.9608	4.0175	3.5276	-0.2305	-5.274	0.557	-1.064	-2.664	-3.882	-5.448	-6.985	-7.557	-8.197	-0.25698918
	9.00	2.19059706	1.9518	4.0282	3.5266	-0.2476	-5.301	0.562	-1.047	-2.648	-3.875	-5.457	-7.016	-7.578	-8.232	-0.25698446
	9.00	2.19062638	1.9424	4.0390	3.5255	-0.2647	-5.327	0.567	-1.031	-2.632	-3.869	-5.466	-7.047	-7.599	-8.268	-0.25697981
	9.00	2.19065547	1.9327	4.0496	3.5244	-0.2818	-5.354	0.571	-1.014	-2.617	-3.862	-5.476	-7.078	-7.620	-8.303	-0.25697521
	9.00	2.19068456	1.9226	4.0604	3.5233	-0.2992	-5.381	0.576	-0.998	-2.601	-3.855	-5.485	-7.108	-7.641	-8.339	-0.25697060
	9.00	2.19071317	1.9122	4.0710	3.5223	-0.3165	-5.408	0.581	-0.981	-2.585	-3.848	-5.494	-7.139	-7.662	-8.374	-0.25696607
	9.00	2.19074154	1.9013	4.0817	3.5212	-0.3339	-5.434	0.586	-0.964	-2.569	-3.841	-5.503	-7.170	-7.683	-8.409	-0.25696158
	9.00	2.19076967	1.8900	4.0921	3.5201	-0.3511	-5.460	0.591	-0.948	-2.553	-3.834	-5.512	-7.200	-7.703	-8.444	-0.25695712
	9.00	2.19079757	1.8780	4.1025	3.5191	-0.3685	-5.486	0.596	-0.932	-2.537	-3.827	-5.521	-7.230	-7.724	-8.479	-0.25695271
	9.00	2.19082546	1.8618	4.1128	3.5180	-0.3868	-5.512	0.601	-0.914	-2.521	-3.820	-5.530	-7.259	-7.744	-8.513	-0.25694829
	9.00	2.19085264	1.8363	4.1229	3.5169	-0.4072	-5.537	0.608	-0.896	-2.503	-3.811	-5.537	-7.289	-7.763	-8.547	-0.25694398
	9.00	2.19087577	1.7960	4.1313	3.5160	-0.4292	-5.558	0.616	-0.878	-2.485	-3.802	-5.543	-7.313	-7.779	-8.576	-0.25694032
	9.00	2.19089746	1.7323	4.1390	3.5149	-0.4567	-5.578	0.626	-0.856	-2.464	-3.789	-5.545	-7.337	-7.793	-8.604	-0.25693689
	9.00	2.19091630	1.4895	4.1442	3.5133	-0.5339	-5.591	0.661	-0.804	-2.413	-3.752	-5.532	-7.356	-7.798	-8.630	-0.25693391
	9.00	2.19092202	0.9779	4.1413	3.5105	-0.7251	-5.583	0.738	-0.709	-2.319	-3.672	-5.493	-7.358	-7.790	-8.639	-0.25693300
	9.00	2.19092417	0.7898	4.1396	3.5091	-0.8219	-5.579	0.773	-0.672	-2.282	-3.639	-5.479	-7.358	-7.792	-8.641	-0.25693266
	9.00	2.19092441	0.7626	4.1394	3.5088	-0.8377	-5.578	0.778	-0.666	-2.277	-3.634	-5.476	-7.358	-7.792	-8.641	-0.25693262
	9.00	2.19092441	0.7598	4.1394	3.5088	-0.8394	-5.578	0.778	-0.666	-2.276	-3.633	-5.476	-7.358	-7.792	-8.641	-0.25693262
	9.00	2.19092441	0.7567	4.1394	3.5088	-0.8413	-5.578	0.779	-0.665	-2.275	-3.633	-5.476	-7.358	-7.793	-8.641	-0.25693262
	9.00	2.19092441	0.7533	4.1394	3.5087	-0.8435	-5.578	0.780	-0.664	-2.275	-3.632	-5.476	-7.358	-7.793	-8.641	-0.25693262
	9.00	2.19092441	0.7495	4.1394	3.5087	-0.8458	-5.579	0.781	-0.663	-2.274	-3.631	-5.476	-7.358	-7.793	-8.641	-0.25693262
	9.00	2.19092441	0.7452	4.1394	3.5087	-0.8485	-5.579	0.781	-0.662	-2.273	-3.630	-5.475	-7.358	-7.793	-8.642	-0.25693262
	9.00	2.19092441	0.7369	4.1394	3.5087	-0.8534	-5.579	0.782	-0.662	-2.273	-3.630	-5.475	-7.358	-7.793	-8.642	-0.25693262
